CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
478,27.60,65.00,30.50,56.40,527.900,309.000,No Turning-on Behavior,A
479,27.70,65.00,30.92,55.00,583.790,317.000,No Turning-on Behavior,A
464,27.90,64.30,30.96,55.60,516.680,300.000,No Turning-on Behavior,A
464,27.90,64.30,31.11,54.70,581.680,308.000,No Turning-on Behavior,A
454,28.00,63.90,31.93,52.40,65.400,315.000,No Turning-on Behavior,A
456,27.70,64.30,31.98,52.40,507.330,286.000,No Turning-on Behavior,A
450,27.90,64.40,31.42,53.90,496.340,287.000,No Turning-on Behavior,A
451,27.90,64.00,31.94,51.70,35.710,302.000,No Turning-on Behavior,A
435,28.10,63.50,32.17,52.20,536.090,295.000,No Turning-on Behavior,A
436,28.30,63.40,32.15,51.30,572.100,301.000,No Turning-on Behavior,A
445,28.60,63.10,32.25,51.90,605.530,302.000,No Turning-on Behavior,A
471,24.70,65.50,19.41,93.80,2.270,46.000,No Turning-on Behavior,A
459,24.60,65.80,19.57,93.20,2.270,34.000,No Turning-on Behavior,A
451,24.60,65.80,19.56,93.40,2.040,38.000,No Turning-on Behavior,A
464,24.60,65.70,19.52,93.20,2.510,50.000,No Turning-on Behavior,A
457,24.70,65.80,19.58,93.30,2.040,50.000,No Turning-on Behavior,A
461,24.70,66.00,19.67,93.10,2.040,45.000,No Turning-on Behavior,A
459,24.60,66.40,19.69,93.40,1.570,47.000,No Turning-on Behavior,A
450,24.60,66.50,19.66,93.70,2.510,65.000,No Turning-on Behavior,A
451,24.60,66.80,19.67,94.50,2.040,64.000,No Turning-on Behavior,A
453,24.70,66.90,19.79,94.70,1.800,59.000,No Turning-on Behavior,A
465,24.70,67.10,19.82,95.10,2.040,72.000,No Turning-on Behavior,A
467,24.70,67.10,20.00,93.80,2.510,111.000,No Turning-on Behavior,A
443,24.60,67.60,20.44,92.50,1.800,90.000,No Turning-on Behavior,A
440,24.60,67.70,20.19,93.30,2.040,58.000,No Turning-on Behavior,A
435,24.70,67.50,20.19,93.00,2.040,73.000,No Turning-on Behavior,A
428,24.70,67.30,20.60,91.30,1.800,104.000,No Turning-on Behavior,A
430,24.70,67.20,20.90,89.30,2.970,120.000,No Turning-on Behavior,A
466,24.70,67.00,20.93,88.00,2.740,76.000,No Turning-on Behavior,A
467,24.80,66.80,20.90,87.70,1.800,67.000,No Turning-on Behavior,A
473,24.80,66.60,20.91,87.50,2.740,83.000,No Turning-on Behavior,A
463,24.90,66.50,20.97,87.70,2.270,89.000,No Turning-on Behavior,A
461,24.90,66.70,21.10,87.30,2.740,102.000,No Turning-on Behavior,A
500,25.10,65.70,20.90,88.40,2.270,48.000,No Turning-on Behavior,A
478,25.10,65.80,20.76,89.60,2.510,66.000,No Turning-on Behavior,A
489,25.20,65.40,20.73,89.50,2.040,74.000,No Turning-on Behavior,A
506,25.20,65.30,20.83,88.80,2.510,87.000,No Turning-on Behavior,A
449,25.10,66.10,20.82,88.90,2.040,58.000,No Turning-on Behavior,A
458,25.10,66.40,20.88,89.30,1.340,62.000,No Turning-on Behavior,A
490,25.20,65.90,21.06,88.20,1.570,43.000,No Turning-on Behavior,A
498,25.30,65.90,20.73,89.90,2.270,56.000,No Turning-on Behavior,A
500,25.40,65.70,20.77,89.50,1.570,45.000,No Turning-on Behavior,A
531,25.50,65.30,20.93,88.40,1.800,57.000,No Turning-on Behavior,A
539,25.60,65.30,21.18,87.40,2.040,50.000,No Turning-on Behavior,A
531,25.60,65.10,21.18,87.60,1.570,34.000,No Turning-on Behavior,A
516,25.60,65.30,20.82,90.10,2.270,25.000,No Turning-on Behavior,A
483,25.50,65.80,20.62,89.90,2.040,36.000,No Turning-on Behavior,A
537,25.70,65.30,20.85,88.60,1.800,37.000,No Turning-on Behavior,A
577,25.80,65.00,20.76,89.10,1.570,27.000,No Turning-on Behavior,A
539,25.70,65.10,20.75,89.20,1.340,27.000,No Turning-on Behavior,A
606,25.90,64.90,20.63,89.30,1.570,29.000,No Turning-on Behavior,A
644,25.90,64.70,20.61,89.60,1.340,21.000,No Turning-on Behavior,A
554,25.70,65.10,20.54,90.30,1.340,18.000,No Turning-on Behavior,A
461,25.50,65.60,20.45,90.60,1.570,21.000,No Turning-on Behavior,A
470,25.40,65.80,20.32,90.90,1.800,18.000,No Turning-on Behavior,A
438,25.20,66.10,20.36,90.70,1.100,16.000,No Turning-on Behavior,A
439,25.30,65.90,20.30,90.30,0.870,14.000,No Turning-on Behavior,A
432,25.20,66.00,20.31,90.50,1.100,19.000,No Turning-on Behavior,A
434,25.20,65.80,20.24,90.00,1.340,14.000,No Turning-on Behavior,A
453,24.50,40.50,24.21,25.20,2.270,116.000,No Turning-on Behavior,A
446,24.60,38.70,24.42,25.30,1.340,129.000,No Turning-on Behavior,A
445,24.70,38.80,25.05,24.60,1.800,150.000,No Turning-on Behavior,A
450,24.80,38.00,25.35,23.90,1.800,166.000,No Turning-on Behavior,A
440,24.90,36.70,25.13,20.00,1.570,181.000,No Turning-on Behavior,A
456,24.90,35.30,25.53,19.50,2.510,199.000,No Turning-on Behavior,A
456,25.10,34.60,25.96,18.00,2.040,205.000,No Turning-on Behavior,A
461,25.10,35.30,26.56,18.40,1.100,232.000,No Turning-on Behavior,A
435,25.20,32.00,26.54,16.90,1.340,235.000,No Turning-on Behavior,A
472,25.30,33.20,26.32,15.10,4.610,225.000,No Turning-on Behavior,A
469,25.30,31.50,25.97,14.30,3.910,248.000,No Turning-on Behavior,A
464,25.40,31.30,27.50,13.60,2.510,246.000,No Turning-on Behavior,A
441,25.40,28.40,26.82,14.60,4.840,276.000,No Turning-on Behavior,A
441,25.40,28.50,26.74,13.70,1.570,316.000,No Turning-on Behavior,A
461,25.50,29.30,27.27,13.90,1.100,287.000,No Turning-on Behavior,A
425,25.50,29.80,26.56,12.70,2.740,283.000,No Turning-on Behavior,A
413,25.60,29.50,27.49,13.90,2.510,280.000,No Turning-on Behavior,A
412,25.60,28.40,27.32,13.10,4.610,276.000,No Turning-on Behavior,A
411,25.70,28.50,27.45,11.50,2.970,266.000,No Turning-on Behavior,A
427,25.70,26.30,28.19,11.20,2.970,265.000,No Turning-on Behavior,A
431,25.80,27.60,27.60,11.40,5.550,264.000,No Turning-on Behavior,A
433,25.90,28.20,27.81,11.30,7.180,260.000,No Turning-on Behavior,A
423,25.90,27.50,27.43,11.80,16.070,253.000,No Turning-on Behavior,A
432,25.90,29.50,28.35,11.30,40.150,252.000,No Turning-on Behavior,A
448,26.00,29.60,28.48,10.70,32.900,252.000,No Turning-on Behavior,A
453,26.00,30.90,28.14,9.30,12.790,269.000,No Turning-on Behavior,A
452,26.10,26.90,28.52,11.50,18.640,242.000,No Turning-on Behavior,A
422,26.00,25.10,27.08,12.00,5.080,177.000,No Turning-on Behavior,A
451,26.00,27.10,26.56,11.70,3.680,135.000,No Turning-on Behavior,A
499,26.10,28.10,26.92,12.20,2.740,97.000,No Turning-on Behavior,A
496,26.00,29.00,26.39,12.00,3.210,71.000,No Turning-on Behavior,A
499,26.00,29.80,26.38,11.20,2.970,109.000,No Turning-on Behavior,A
506,26.10,29.20,26.42,11.90,3.440,149.000,No Turning-on Behavior,A
506,26.10,29.10,26.81,12.90,5.780,176.000,No Turning-on Behavior,A
492,26.10,27.10,26.64,12.60,3.910,170.000,No Turning-on Behavior,A
464,26.10,26.90,26.33,13.90,3.440,149.000,No Turning-on Behavior,A
453,26.10,26.80,26.15,15.50,3.440,121.000,No Turning-on Behavior,A
447,26.10,26.70,25.91,15.40,2.270,91.000,No Turning-on Behavior,A
443,26.00,25.80,25.46,16.10,2.510,47.000,No Turning-on Behavior,A
437,26.00,25.70,25.24,15.40,2.510,42.000,No Turning-on Behavior,A
458,26.00,26.10,24.75,18.30,2.740,48.000,No Turning-on Behavior,A
453,26.00,28.20,24.72,20.50,1.800,60.000,No Turning-on Behavior,A
452,26.00,28.00,24.57,19.80,1.570,41.000,No Turning-on Behavior,A
461,25.90,29.00,24.50,21.10,1.570,29.000,No Turning-on Behavior,A
451,25.90,29.10,24.32,20.70,1.800,18.000,No Turning-on Behavior,A
447,25.80,30.30,24.23,22.00,2.040,13.000,No Turning-on Behavior,A
479,25.40,71.90,23.15,91.20,2.040,45.000,No Turning-on Behavior,A
492,25.40,72.20,23.18,91.20,2.040,62.000,No Turning-on Behavior,A
528,25.60,70.80,23.27,91.00,1.570,49.000,No Turning-on Behavior,A
533,25.80,70.70,23.35,90.70,1.570,49.000,No Turning-on Behavior,A
526,25.80,71.30,23.49,90.00,2.270,88.000,No Turning-on Behavior,A
502,25.90,72.00,23.98,87.80,1.800,122.000,No Turning-on Behavior,A
502,25.90,71.50,24.10,86.50,2.970,109.000,No Turning-on Behavior,A
518,26.00,71.60,24.58,84.20,2.040,125.000,No Turning-on Behavior,A
528,26.00,70.80,24.85,83.40,3.210,168.000,No Turning-on Behavior,A
517,26.00,70.90,25.34,79.40,3.680,180.000,No Turning-on Behavior,A
524,26.10,70.60,25.82,76.60,2.970,243.000,No Turning-on Behavior,A
493,26.20,70.50,26.32,71.50,4.140,179.000,No Turning-on Behavior,A
488,26.40,69.60,27.07,69.80,3.210,176.000,No Turning-on Behavior,A
509,26.40,69.10,27.28,67.80,3.210,115.000,No Turning-on Behavior,A
500,26.40,68.30,26.62,69.60,3.440,104.000,No Turning-on Behavior,A
491,26.50,67.30,26.65,69.10,3.210,104.000,No Turning-on Behavior,A
540,26.40,67.90,26.82,69.80,2.740,96.000,No Turning-on Behavior,A
551,26.50,68.50,26.82,69.50,3.210,105.000,No Turning-on Behavior,A
494,26.60,68.90,26.71,71.10,2.510,103.000,No Turning-on Behavior,A
495,26.50,67.80,26.43,72.00,2.510,90.000,No Turning-on Behavior,A
477,26.50,66.60,26.71,71.00,2.510,105.000,No Turning-on Behavior,A
474,26.50,67.10,26.88,69.60,2.740,99.000,No Turning-on Behavior,A
461,26.50,67.40,27.14,69.80,2.970,104.000,No Turning-on Behavior,A
476,26.40,66.90,27.63,67.20,2.510,117.000,No Turning-on Behavior,A
452,26.50,66.50,27.54,66.10,2.970,134.000,No Turning-on Behavior,A
463,26.40,65.60,27.54,66.10,3.440,120.000,No Turning-on Behavior,A
478,26.30,64.50,27.69,64.70,3.210,127.000,No Turning-on Behavior,A
468,26.40,66.40,27.85,63.70,3.440,117.000,No Turning-on Behavior,A
464,26.20,66.10,27.97,61.70,3.440,124.000,No Turning-on Behavior,A
515,26.30,66.30,27.95,63.50,3.210,120.000,No Turning-on Behavior,A
524,26.30,66.30,28.36,63.00,2.970,102.000,No Turning-on Behavior,A
531,26.30,66.00,28.16,62.90,3.210,103.000,No Turning-on Behavior,A
514,26.20,67.20,28.36,62.40,2.740,83.000,No Turning-on Behavior,A
504,26.40,66.20,27.94,62.10,3.210,82.000,No Turning-on Behavior,A
478,26.50,64.90,27.87,61.60,2.510,67.000,No Turning-on Behavior,A
498,26.40,65.10,27.54,63.80,2.270,63.000,No Turning-on Behavior,A
519,26.30,64.30,27.56,64.00,2.040,68.000,No Turning-on Behavior,A
561,26.40,64.80,27.24,65.90,2.970,78.000,No Turning-on Behavior,A
569,26.50,65.50,27.86,64.50,2.270,75.000,No Turning-on Behavior,A
537,26.60,66.00,27.52,65.40,2.510,71.000,No Turning-on Behavior,A
576,26.60,65.20,27.61,66.50,2.270,69.000,No Turning-on Behavior,A
558,26.70,64.80,27.92,63.30,2.270,70.000,No Turning-on Behavior,A
570,26.70,64.20,27.92,64.60,1.800,53.000,No Turning-on Behavior,A
583,26.70,64.10,27.63,64.00,2.040,43.000,No Turning-on Behavior,A
489,25.60,68.00,25.03,82.60,2.270,115.000,No Turning-on Behavior,A
490,25.70,69.40,25.08,80.40,2.970,105.000,No Turning-on Behavior,A
493,25.90,70.70,25.24,80.40,2.510,100.000,No Turning-on Behavior,A
502,26.00,70.40,25.66,79.40,2.970,124.000,No Turning-on Behavior,A
506,26.10,68.90,25.71,79.10,2.970,157.000,No Turning-on Behavior,A
500,26.30,70.30,26.15,76.90,2.740,136.000,No Turning-on Behavior,A
525,26.30,69.10,26.02,77.70,2.740,93.000,No Turning-on Behavior,A
516,26.40,69.60,26.07,75.50,3.210,92.000,No Turning-on Behavior,A
527,26.40,68.90,26.21,74.80,2.740,76.000,No Turning-on Behavior,A
512,26.60,69.50,26.31,74.10,2.740,68.000,No Turning-on Behavior,A
496,26.50,69.80,26.19,74.40,2.510,64.000,No Turning-on Behavior,A
506,26.70,69.30,26.17,74.00,2.510,67.000,No Turning-on Behavior,A
495,26.70,69.20,25.88,75.50,2.510,57.000,No Turning-on Behavior,A
495,26.80,69.30,26.17,74.30,2.270,49.000,No Turning-on Behavior,A
508,26.80,69.20,26.22,72.40,1.800,62.000,No Turning-on Behavior,A
516,26.90,68.40,26.58,70.80,2.040,75.000,No Turning-on Behavior,A
520,26.90,68.00,26.56,69.00,2.510,77.000,No Turning-on Behavior,A
538,26.80,67.70,26.57,68.70,2.970,89.000,No Turning-on Behavior,A
531,26.90,67.60,27.25,67.60,2.510,139.000,No Turning-on Behavior,A
508,26.90,67.60,26.97,69.10,2.970,131.000,No Turning-on Behavior,A
505,26.90,67.50,27.54,66.30,2.740,99.000,No Turning-on Behavior,A
500,26.80,67.50,27.42,66.10,2.970,81.000,No Turning-on Behavior,A
585,25.50,69.30,27.29,70.20,2.040,41.000,No Turning-on Behavior,A
581,25.80,68.90,27.21,69.90,2.040,43.000,No Turning-on Behavior,A
534,26.00,68.80,27.37,69.40,2.040,44.000,No Turning-on Behavior,A
540,26.10,69.00,27.19,70.30,1.800,36.000,No Turning-on Behavior,A
622,26.20,69.00,27.14,70.80,2.040,32.000,No Turning-on Behavior,A
616,26.30,68.50,27.01,71.40,2.040,34.000,No Turning-on Behavior,A
623,26.30,67.80,26.78,72.30,1.800,33.000,No Turning-on Behavior,A
444,24.90,64.20,25.84,57.60,14.900,204.000,No Turning-on Behavior,A
437,25.40,62.30,26.10,54.50,467.810,208.000,No Turning-on Behavior,A
419,25.70,60.90,26.79,51.00,269.760,211.000,No Turning-on Behavior,A
440,25.90,60.20,26.86,51.70,485.580,222.000,No Turning-on Behavior,A
454,26.00,59.60,26.78,51.70,542.630,240.000,No Turning-on Behavior,A
435,26.10,58.80,26.73,50.40,16.070,236.000,No Turning-on Behavior,A
416,26.30,57.60,27.06,49.10,506.630,248.000,No Turning-on Behavior,A
434,26.30,57.80,27.07,50.30,431.570,261.000,No Turning-on Behavior,A
439,26.40,57.50,27.03,47.80,357.210,261.000,No Turning-on Behavior,A
453,26.50,56.60,27.09,47.30,566.250,273.000,No Turning-on Behavior,A
435,26.50,55.90,27.33,45.60,14.200,274.000,No Turning-on Behavior,A
441,26.60,55.90,27.71,44.40,402.110,289.000,No Turning-on Behavior,A
424,26.60,54.90,27.74,44.10,499.840,303.000,No Turning-on Behavior,A
421,26.50,55.40,27.85,43.30,471.550,298.000,No Turning-on Behavior,A
411,26.40,55.60,28.29,43.90,535.150,296.000,No Turning-on Behavior,A
410,26.40,55.70,28.02,44.10,18.410,299.000,No Turning-on Behavior,A
430,26.40,55.70,27.79,44.40,158.000,256.000,No Turning-on Behavior,A
452,26.40,56.10,27.96,43.00,553.160,298.000,No Turning-on Behavior,A
490,26.40,55.90,28.35,42.00,5.550,197.000,No Turning-on Behavior,A
501,26.40,55.60,28.43,41.60,489.320,295.000,No Turning-on Behavior,A
534,26.50,55.50,28.90,41.50,521.820,280.000,No Turning-on Behavior,A
520,26.60,54.70,29.16,39.90,551.990,290.000,No Turning-on Behavior,A
508,26.70,55.50,28.88,39.60,7.180,190.000,No Turning-on Behavior,A
519,26.60,55.50,28.74,40.90,119.650,254.000,No Turning-on Behavior,A
515,26.60,55.30,29.01,39.10,471.550,239.000,No Turning-on Behavior,A
493,26.80,54.80,29.87,38.30,496.800,233.000,No Turning-on Behavior,A
501,26.90,54.00,29.68,39.00,557.360,219.000,No Turning-on Behavior,A
516,26.90,54.00,30.27,36.20,539.360,192.000,No Turning-on Behavior,A
537,26.90,53.70,29.57,37.70,214.820,188.000,No Turning-on Behavior,A
540,26.80,54.30,29.82,34.50,646.450,185.000,No Turning-on Behavior,A
551,26.70,53.50,30.23,35.20,586.360,164.000,No Turning-on Behavior,A
545,26.80,53.00,29.87,35.30,502.180,161.000,No Turning-on Behavior,A
534,26.90,52.80,29.43,35.40,519.490,153.000,No Turning-on Behavior,A
551,27.10,51.60,30.57,33.90,271.400,151.000,No Turning-on Behavior,A
447,27.30,50.60,30.17,34.70,516.210,157.000,No Turning-on Behavior,A
457,27.40,50.50,30.18,34.30,434.370,158.000,No Turning-on Behavior,A
469,27.30,50.70,30.36,34.70,460.800,150.000,No Turning-on Behavior,A
474,27.30,51.00,30.47,34.80,394.860,140.000,No Turning-on Behavior,A
506,27.40,51.00,30.73,34.80,257.140,140.000,No Turning-on Behavior,A
488,27.30,51.20,29.99,36.30,399.530,136.000,No Turning-on Behavior,A
479,27.50,50.80,30.50,34.60,48.340,126.000,No Turning-on Behavior,A
495,27.60,50.50,29.97,35.30,284.030,99.000,No Turning-on Behavior,A
481,27.50,49.60,29.95,34.90,91.360,93.000,No Turning-on Behavior,A
443,27.40,50.10,30.10,34.90,191.670,104.000,No Turning-on Behavior,A
453,27.20,50.00,30.12,34.40,327.280,93.000,No Turning-on Behavior,A
438,27.30,49.00,30.09,34.10,15.830,85.000,No Turning-on Behavior,A
430,27.30,49.10,30.31,33.70,330.090,80.000,No Turning-on Behavior,A
427,27.40,48.80,29.73,35.40,46.000,78.000,No Turning-on Behavior,A
440,25.00,63.60,26.62,57.40,16.070,184.000,No Turning-on Behavior,A
453,25.70,62.60,26.82,57.60,392.520,183.000,No Turning-on Behavior,A
463,26.00,62.40,27.32,56.10,14.430,156.000,No Turning-on Behavior,A
452,26.30,61.70,27.63,55.70,431.340,208.000,No Turning-on Behavior,A
475,26.50,61.30,27.56,56.10,185.820,200.000,No Turning-on Behavior,A
472,26.70,61.40,28.60,53.20,245.680,220.000,No Turning-on Behavior,A
459,26.90,61.20,28.01,54.70,201.250,254.000,No Turning-on Behavior,A
467,27.00,61.00,28.63,54.50,17.470,233.000,No Turning-on Behavior,A
443,27.10,61.00,29.02,52.40,45.760,214.000,No Turning-on Behavior,A
454,27.30,60.70,29.02,52.10,276.780,261.000,No Turning-on Behavior,A
450,27.40,59.90,29.17,50.50,390.420,258.000,No Turning-on Behavior,A
456,27.50,59.50,29.35,51.10,441.620,263.000,No Turning-on Behavior,A
441,27.60,59.50,29.54,49.80,16.540,262.000,No Turning-on Behavior,A
442,27.80,58.80,30.01,48.60,518.320,267.000,No Turning-on Behavior,A
441,27.90,58.90,30.34,48.10,465.470,271.000,No Turning-on Behavior,A
433,28.00,58.40,30.55,47.50,183.950,264.000,No Turning-on Behavior,A
421,28.10,57.80,30.12,48.90,539.360,237.000,No Turning-on Behavior,A
426,28.20,58.20,30.78,47.30,27.990,264.000,No Turning-on Behavior,A
425,28.10,58.00,30.58,47.10,100.950,207.000,No Turning-on Behavior,A
427,27.00,58.70,32.79,39.30,187.230,168.000,No Turning-on Behavior,A
433,27.60,57.40,33.04,39.80,471.790,165.000,No Turning-on Behavior,A
430,27.90,57.20,32.96,40.10,474.120,154.000,No Turning-on Behavior,A
424,28.10,56.70,33.00,39.80,434.610,149.000,No Turning-on Behavior,A
431,28.30,56.10,33.07,39.50,462.900,148.000,No Turning-on Behavior,A
438,28.40,55.90,32.42,40.30,136.720,145.000,No Turning-on Behavior,A
440,28.60,55.40,33.25,38.40,419.410,131.000,No Turning-on Behavior,A
437,28.70,55.40,32.72,39.60,53.010,133.000,No Turning-on Behavior,A
441,28.70,54.90,33.21,38.10,447.700,123.000,No Turning-on Behavior,A
426,28.70,54.60,32.99,37.80,183.720,119.000,No Turning-on Behavior,A
440,28.70,54.10,33.00,38.30,218.090,113.000,No Turning-on Behavior,A
440,28.70,54.20,32.70,38.40,392.290,109.000,No Turning-on Behavior,A
438,28.70,54.40,32.92,38.00,145.610,100.000,No Turning-on Behavior,A
421,28.80,53.40,32.37,38.90,361.660,98.000,No Turning-on Behavior,A
414,28.80,53.80,32.79,38.20,174.600,88.000,No Turning-on Behavior,A
410,28.80,53.80,32.41,39.10,291.740,86.000,No Turning-on Behavior,A
410,28.80,53.40,32.40,39.80,248.020,79.000,No Turning-on Behavior,A
494,26.70,58.10,33.67,33.40,626.110,265.000,No Turning-on Behavior,A
473,27.10,57.30,34.51,33.10,20.980,284.000,No Turning-on Behavior,A
501,27.10,57.20,33.95,32.10,501.250,254.000,No Turning-on Behavior,A
505,27.10,57.90,33.87,33.30,588.930,302.000,No Turning-on Behavior,A
446,27.50,55.60,33.31,33.80,173.200,213.000,No Turning-on Behavior,A
569,25.30,57.00,30.35,39.40,8.350,58.000,No Turning-on Behavior,A
478,25.60,62.50,28.05,53.50,17.000,146.000,No Turning-on Behavior,A
579,26.00,61.30,28.44,50.20,689.470,153.000,No Turning-on Behavior,A
591,26.20,60.40,28.51,50.90,648.790,161.000,No Turning-on Behavior,A
577,26.40,60.20,28.47,52.00,17.700,175.000,No Turning-on Behavior,A
582,26.50,60.10,29.73,47.30,689.010,189.000,No Turning-on Behavior,A
526,26.70,59.70,29.18,49.70,28.690,201.000,No Turning-on Behavior,A
597,26.60,59.00,29.92,46.80,673.570,205.000,No Turning-on Behavior,A
506,26.80,58.40,29.44,47.80,649.720,210.000,No Turning-on Behavior,A
467,27.10,58.00,30.54,44.40,16.070,217.000,No Turning-on Behavior,A
502,27.10,57.90,29.70,46.30,551.990,213.000,No Turning-on Behavior,A
482,27.30,57.50,30.68,44.20,31.030,231.000,No Turning-on Behavior,A
535,26.30,71.40,29.78,70.20,3.210,109.000,No Turning-on Behavior,A
496,27.10,72.30,30.40,68.60,3.680,184.000,No Turning-on Behavior,A
448,24.50,71.60,21.54,94.10,2.040,51.000,No Turning-on Behavior,A
446,24.70,71.90,21.65,93.60,2.270,44.000,No Turning-on Behavior,A
445,24.70,72.30,21.53,93.90,2.270,30.000,No Turning-on Behavior,A
446,24.90,72.10,21.57,94.30,1.800,22.000,No Turning-on Behavior,A
452,25.00,72.00,21.30,94.60,2.270,20.000,No Turning-on Behavior,A
456,25.00,71.50,21.09,94.90,1.800,17.000,No Turning-on Behavior,A
454,25.00,71.60,20.77,96.30,1.800,18.000,No Turning-on Behavior,A
441,25.00,72.60,20.83,97.30,2.040,9.000,No Turning-on Behavior,A
428,24.80,73.60,20.66,97.70,2.270,24.000,No Turning-on Behavior,A
468,25.00,72.80,20.49,98.90,2.040,34.000,No Turning-on Behavior,A
447,24.90,73.30,20.41,99.40,2.510,43.000,No Turning-on Behavior,A
453,25.10,73.30,20.41,100.00,2.270,51.000,No Turning-on Behavior,A
477,25.20,73.10,20.48,100.00,2.270,65.000,No Turning-on Behavior,A
462,25.10,73.50,20.73,100.00,2.040,42.000,No Turning-on Behavior,A
470,25.30,73.00,20.78,100.00,2.510,64.000,No Turning-on Behavior,A
488,25.50,72.60,20.87,100.00,2.510,55.000,No Turning-on Behavior,A
516,25.60,72.20,20.85,99.60,2.270,25.000,No Turning-on Behavior,A
522,25.70,71.80,20.95,99.10,2.270,35.000,No Turning-on Behavior,A
536,25.80,71.40,21.04,98.40,2.270,33.000,No Turning-on Behavior,A
512,25.80,71.20,21.20,97.60,2.270,60.000,No Turning-on Behavior,A
531,25.90,71.00,21.16,96.90,1.800,43.000,No Turning-on Behavior,A
515,25.80,71.00,21.10,97.10,2.040,51.000,No Turning-on Behavior,A
496,25.60,71.40,21.05,97.00,2.270,43.000,No Turning-on Behavior,A
491,25.70,71.10,21.06,96.90,2.270,44.000,No Turning-on Behavior,A
483,25.80,71.00,21.04,97.30,2.270,27.000,No Turning-on Behavior,A
478,25.60,71.60,21.03,97.80,1.800,49.000,No Turning-on Behavior,A
490,25.60,72.10,21.09,98.30,1.800,43.000,No Turning-on Behavior,A
484,25.70,72.00,21.17,98.30,2.270,61.000,No Turning-on Behavior,A
464,25.60,72.30,21.27,98.30,2.040,67.000,No Turning-on Behavior,A
465,25.70,72.10,21.05,97.70,2.270,50.000,No Turning-on Behavior,A
478,25.80,71.30,21.21,96.80,2.040,15.000,No Turning-on Behavior,A
452,25.70,71.20,21.18,96.00,1.800,29.000,No Turning-on Behavior,A
488,25.00,66.20,25.86,64.00,391.350,218.000,No Turning-on Behavior,A
487,25.50,65.50,25.99,62.40,737.870,230.000,No Turning-on Behavior,A
489,25.70,64.60,26.22,61.00,17.470,216.000,No Turning-on Behavior,A
477,25.90,63.60,26.68,58.70,751.200,227.000,No Turning-on Behavior,A
473,26.00,63.30,26.59,58.90,760.560,241.000,No Turning-on Behavior,A
484,26.30,63.00,27.53,54.50,12.790,241.000,No Turning-on Behavior,A
486,26.40,62.80,27.71,54.60,683.630,221.000,No Turning-on Behavior,A
446,26.40,62.60,27.34,54.80,773.180,233.000,No Turning-on Behavior,A
449,26.50,61.30,27.29,54.40,14.660,236.000,No Turning-on Behavior,A
445,26.50,61.50,27.83,53.70,763.830,241.000,No Turning-on Behavior,A
466,26.70,61.00,27.77,52.60,792.590,250.000,No Turning-on Behavior,A
469,26.80,60.70,28.02,50.80,102.350,243.000,No Turning-on Behavior,A
454,26.80,59.70,28.38,50.20,777.160,238.000,No Turning-on Behavior,A
456,26.80,59.90,28.79,47.00,404.680,237.000,No Turning-on Behavior,A
460,26.80,59.30,28.75,49.20,636.630,218.000,No Turning-on Behavior,A
462,26.90,59.30,28.65,48.90,486.980,176.000,No Turning-on Behavior,A
483,26.90,59.40,28.88,46.20,223.000,208.000,No Turning-on Behavior,A
471,26.90,59.10,28.48,47.40,761.490,192.000,No Turning-on Behavior,A
471,27.00,58.90,29.31,47.90,738.110,170.000,No Turning-on Behavior,A
500,27.00,58.70,29.42,44.10,719.870,157.000,No Turning-on Behavior,A
509,27.10,58.60,29.43,43.90,782.530,137.000,No Turning-on Behavior,A
484,27.10,57.80,28.93,44.10,230.480,134.000,No Turning-on Behavior,A
480,27.10,57.60,28.86,42.70,806.150,126.000,No Turning-on Behavior,A
473,27.10,56.80,28.68,43.70,715.900,123.000,No Turning-on Behavior,A
491,27.30,55.40,28.78,46.10,266.960,120.000,No Turning-on Behavior,A
471,27.30,56.40,29.54,43.60,777.620,112.000,No Turning-on Behavior,A
472,27.20,56.30,28.67,48.00,102.580,120.000,No Turning-on Behavior,A
474,27.30,56.60,29.04,47.00,770.840,112.000,No Turning-on Behavior,A
471,27.40,56.60,28.58,48.50,534.680,103.000,No Turning-on Behavior,A
496,27.40,57.00,28.80,47.70,319.330,114.000,No Turning-on Behavior,A
480,27.50,57.20,28.99,49.80,680.120,106.000,No Turning-on Behavior,A
465,27.40,57.30,28.39,53.30,339.910,110.000,No Turning-on Behavior,A
452,27.40,58.10,28.27,53.20,282.390,106.000,No Turning-on Behavior,A
471,27.50,58.60,28.67,52.90,672.870,100.000,No Turning-on Behavior,A
463,27.50,58.80,28.34,54.50,478.570,96.000,No Turning-on Behavior,A
467,27.40,59.00,27.75,56.40,632.190,91.000,No Turning-on Behavior,A
457,27.40,59.40,27.29,57.80,609.040,88.000,No Turning-on Behavior,A
450,27.40,59.70,27.18,57.80,411.690,82.000,No Turning-on Behavior,A
446,27.30,60.00,27.35,56.40,590.330,77.000,No Turning-on Behavior,A
446,27.40,59.80,26.81,58.70,297.820,73.000,No Turning-on Behavior,A
434,25.90,68.00,24.84,100.00,2.740,124.000,No Turning-on Behavior,A
452,26.10,71.90,25.12,99.80,2.970,128.000,No Turning-on Behavior,A
462,26.30,71.40,25.61,98.40,15.370,164.000,No Turning-on Behavior,A
