CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
444,25.90,69.60,29.98,78.10,3.910,150.000,No Turning-off Behavior,A
444,25.60,70.30,29.88,78.80,5.780,190.000,No Turning-off Behavior,A
459,25.50,69.50,30.11,78.00,5.780,214.000,No Turning-off Behavior,A
455,25.30,70.50,30.32,76.90,8.120,224.000,No Turning-off Behavior,A
454,25.20,70.40,30.33,76.70,10.690,201.000,No Turning-off Behavior,A
455,25.10,70.40,30.68,75.80,8.350,215.000,No Turning-off Behavior,A
458,25.00,70.50,30.53,76.60,18.870,209.000,No Turning-off Behavior,A
465,25.00,71.40,31.80,70.90,9.750,231.000,No Turning-off Behavior,A
443,25.40,75.40,32.32,69.30,41.320,250.000,No Turning-off Behavior,A
433,25.30,76.70,31.92,69.30,14.430,243.000,No Turning-off Behavior,A
430,25.50,76.60,31.58,71.50,7.180,295.000,No Turning-off Behavior,A
430,25.90,77.80,32.39,69.90,22.150,329.000,No Turning-off Behavior,A
428,26.00,77.60,32.30,69.70,239.130,337.000,No Turning-off Behavior,A
431,26.20,76.20,32.12,66.90,193.770,336.000,No Turning-off Behavior,A
424,26.20,76.70,32.63,66.30,19.810,290.000,No Turning-off Behavior,A
430,26.10,74.70,32.53,66.40,183.020,324.000,No Turning-off Behavior,A
426,26.10,75.80,33.03,64.80,443.730,348.000,No Turning-off Behavior,A
427,26.10,77.30,33.84,63.70,85.980,232.000,No Turning-off Behavior,A
424,26.00,72.30,33.63,63.40,504.050,329.000,No Turning-off Behavior,A
427,25.50,70.00,33.49,63.30,184.190,320.000,No Turning-off Behavior,A
434,25.30,69.70,33.67,60.60,560.170,306.000,No Turning-off Behavior,A
440,25.10,68.60,34.29,57.90,625.410,311.000,No Turning-off Behavior,A
451,24.70,66.20,34.81,57.10,125.030,302.000,No Turning-off Behavior,A
462,24.40,65.30,34.37,57.70,648.320,284.000,No Turning-off Behavior,A
403,26.50,72.80,30.46,72.30,381.760,0.000,No Turning-off Behavior,A
410,26.30,72.70,30.84,70.60,404.210,0.000,No Turning-off Behavior,A
404,26.30,73.30,31.46,66.20,13.500,4972.000,No Turning-off Behavior,A
404,26.30,72.60,32.00,65.10,747.460,904.000,No Turning-off Behavior,A
407,26.10,72.70,31.68,64.70,7.420,5717.000,No Turning-off Behavior,A
403,26.20,72.10,31.83,64.50,728.290,4929.000,No Turning-off Behavior,A
406,26.00,72.30,31.80,65.30,3.210,6431.000,No Turning-off Behavior,A
428,25.40,68.20,31.50,67.40,5.780,4965.000,No Turning-off Behavior,A
434,25.10,68.40,31.95,66.00,753.310,7699.000,No Turning-off Behavior,A
434,25.50,73.70,31.68,65.90,551.990,4772.000,No Turning-off Behavior,A
426,25.60,72.90,31.86,66.40,150.980,5914.000,No Turning-off Behavior,A
424,25.60,73.30,31.87,66.00,3.910,4051.000,No Turning-off Behavior,A
426,25.90,73.90,31.76,66.50,35.240,782.000,No Turning-off Behavior,A
442,25.80,74.30,31.54,66.30,35.710,7482.000,No Turning-off Behavior,A
443,25.80,74.50,31.81,64.70,3.210,629.000,No Turning-off Behavior,A
438,25.70,73.60,32.04,65.40,649.960,7117.000,No Turning-off Behavior,A
427,25.70,73.60,32.07,64.40,4.840,4996.000,No Turning-off Behavior,A
426,25.90,73.50,32.50,62.30,622.130,5668.000,No Turning-off Behavior,A
439,26.10,74.30,32.35,63.90,9.750,4401.000,No Turning-off Behavior,A
434,26.10,74.80,32.20,63.90,18.870,5105.000,No Turning-off Behavior,A
438,26.20,74.40,32.04,64.60,231.890,5726.000,No Turning-off Behavior,A
432,26.00,73.20,32.09,65.20,4.610,5991.000,No Turning-off Behavior,A
430,26.00,74.30,32.70,61.80,797.500,5245.000,No Turning-off Behavior,A
418,26.00,72.10,33.02,60.00,809.420,5574.000,No Turning-off Behavior,A
429,26.10,73.80,32.66,60.10,789.080,0.000,No Turning-off Behavior,A
413,26.20,72.90,32.65,56.70,43.890,1328.000,No Turning-off Behavior,A
409,26.20,72.90,33.19,55.50,325.880,2940.000,No Turning-off Behavior,A
411,26.10,70.80,33.13,54.10,9.290,1024.000,No Turning-off Behavior,A
414,25.80,69.20,32.97,55.00,118.010,740.000,No Turning-off Behavior,A
413,25.80,69.40,33.04,55.50,635.230,1618.000,No Turning-off Behavior,A
412,25.90,71.10,32.35,58.60,135.080,1384.000,No Turning-off Behavior,A
410,25.80,70.80,32.55,55.80,18.170,1897.000,No Turning-off Behavior,A
408,25.70,69.90,32.44,59.40,490.960,0.000,No Turning-off Behavior,A
412,25.70,70.90,32.56,58.20,682.690,2508.000,No Turning-off Behavior,A
406,25.90,72.20,32.03,60.10,16.540,4595.000,No Turning-off Behavior,A
409,25.80,72.40,31.90,62.30,4.840,6067.000,No Turning-off Behavior,A
400,26.40,72.40,32.18,63.50,314.420,4594.000,No Turning-off Behavior,A
413,25.20,68.30,31.75,63.60,717.530,6030.000,No Turning-off Behavior,A
417,24.80,67.60,31.85,62.90,301.800,2001.000,No Turning-off Behavior,A
420,24.70,67.00,31.73,61.60,706.540,3774.000,No Turning-off Behavior,A
428,24.50,66.70,31.78,60.20,563.440,5676.000,No Turning-off Behavior,A
444,24.80,70.70,31.74,61.80,328.220,6127.000,No Turning-off Behavior,A
426,25.30,70.80,31.65,61.60,654.170,7107.000,No Turning-off Behavior,A
423,25.40,72.00,31.37,61.70,43.190,5263.000,No Turning-off Behavior,A
423,25.40,70.10,31.09,64.00,619.790,6095.000,No Turning-off Behavior,A
419,25.50,72.10,31.05,64.20,112.170,6249.000,No Turning-off Behavior,A
424,25.50,72.10,31.26,63.10,269.300,7094.000,No Turning-off Behavior,A
431,25.10,68.10,30.72,64.90,470.380,5980.000,No Turning-off Behavior,A
440,24.70,67.60,30.90,65.50,21.680,5939.000,No Turning-off Behavior,A
429,24.50,65.80,30.53,67.50,406.080,5646.000,No Turning-off Behavior,A
427,23.90,64.30,30.37,68.00,58.620,7015.000,No Turning-off Behavior,A
423,23.60,63.90,30.25,67.60,306.240,7241.000,No Turning-off Behavior,A
419,23.40,63.20,29.89,70.50,193.770,6598.000,No Turning-off Behavior,A
414,23.20,62.60,29.80,71.70,41.090,6793.000,No Turning-off Behavior,A
412,23.00,62.50,29.59,70.60,11.630,6531.000,No Turning-off Behavior,A
407,22.90,62.30,29.48,71.90,1.800,7937.000,No Turning-off Behavior,A
406,22.70,62.90,29.36,72.20,1.570,6207.000,No Turning-off Behavior,A
405,22.80,64.00,29.26,72.70,1.800,6937.000,No Turning-off Behavior,A
407,23.10,66.30,29.18,73.60,1.800,0.000,No Turning-off Behavior,A
418,23.10,65.90,29.04,72.80,1.570,0.000,No Turning-off Behavior,A
422,23.10,66.00,28.98,73.40,1.800,0.000,No Turning-off Behavior,A
425,23.10,65.70,28.86,74.40,1.570,0.000,No Turning-off Behavior,A
428,23.00,64.20,28.81,73.70,1.340,0.000,No Turning-off Behavior,A
433,22.80,63.50,28.80,73.20,1.570,0.000,No Turning-off Behavior,A
438,22.60,62.80,28.70,74.50,1.340,0.000,No Turning-off Behavior,A
440,22.40,62.30,28.66,75.90,1.800,0.000,No Turning-off Behavior,A
442,22.40,61.90,28.67,76.60,1.800,0.000,No Turning-off Behavior,A
441,23.00,70.60,28.52,76.40,1.800,0.000,No Turning-off Behavior,A
446,23.20,64.40,28.56,75.60,1.570,0.000,No Turning-off Behavior,A
445,23.10,72.10,28.49,76.30,1.800,0.000,No Turning-off Behavior,A
445,24.50,69.40,28.44,77.00,1.800,0.000,No Turning-off Behavior,A
453,23.90,66.50,28.39,78.10,1.800,0.000,No Turning-off Behavior,A
420,25.20,72.90,24.48,98.20,2.740,25.000,No Turning-off Behavior,A
425,24.60,72.70,24.42,97.90,2.740,37.000,No Turning-off Behavior,A
427,24.30,72.40,24.35,97.90,2.740,33.000,No Turning-off Behavior,A
433,24.00,72.10,24.24,98.00,2.510,25.000,No Turning-off Behavior,A
438,23.90,71.90,24.13,98.10,2.270,33.000,No Turning-off Behavior,A
435,23.70,72.40,24.28,97.90,2.510,28.000,No Turning-off Behavior,A
434,23.60,71.80,24.45,97.50,2.510,28.000,No Turning-off Behavior,A
431,23.40,72.00,24.97,96.60,2.970,44.000,No Turning-off Behavior,A
432,23.40,71.80,24.70,96.60,2.740,31.000,No Turning-off Behavior,A
433,23.30,71.80,24.61,97.10,2.270,26.000,No Turning-off Behavior,A
434,23.30,72.80,24.60,97.50,2.740,94.000,No Turning-off Behavior,A
438,23.40,74.40,24.67,97.20,3.210,126.000,No Turning-off Behavior,A
433,23.50,75.10,25.45,95.20,3.680,94.000,No Turning-off Behavior,A
436,23.60,74.60,26.34,92.70,3.910,118.000,No Turning-off Behavior,A
436,23.50,73.50,26.98,90.30,2.740,106.000,No Turning-off Behavior,A
435,23.40,69.80,27.58,88.60,3.210,78.000,No Turning-off Behavior,A
440,23.10,67.00,27.78,87.70,3.680,76.000,No Turning-off Behavior,A
441,22.80,69.90,27.49,89.00,3.910,85.000,No Turning-off Behavior,A
441,24.00,75.60,27.39,90.10,3.210,105.000,No Turning-off Behavior,A
445,24.90,69.40,27.24,91.40,2.740,67.000,No Turning-off Behavior,A
455,24.20,66.50,27.25,92.00,2.740,42.000,No Turning-off Behavior,A
454,24.00,72.80,27.29,91.70,2.970,30.000,No Turning-off Behavior,A
451,24.60,74.80,27.15,92.50,2.740,52.000,No Turning-off Behavior,A
457,24.80,66.80,26.94,93.80,2.970,87.000,No Turning-off Behavior,A
459,24.10,64.30,26.68,93.50,2.970,0.000,No Turning-off Behavior,A
494,24.30,75.40,26.64,90.50,2.740,31.000,No Turning-off Behavior,A
508,25.10,73.00,25.85,95.20,2.740,37.000,No Turning-off Behavior,A
524,24.70,67.20,25.74,96.70,2.270,10.000,No Turning-off Behavior,A
509,24.30,65.80,25.74,97.80,1.340,8.000,No Turning-off Behavior,A
510,24.40,76.10,24.90,98.60,2.740,31.000,No Turning-off Behavior,A
508,25.10,74.30,25.00,99.00,2.040,6.000,No Turning-off Behavior,A
513,24.50,66.00,25.05,99.30,2.040,10.000,No Turning-off Behavior,A
516,24.20,71.50,25.41,99.60,1.800,10.000,No Turning-off Behavior,A
512,24.60,75.50,25.28,99.50,2.040,12.000,No Turning-off Behavior,A
518,24.60,63.80,26.44,93.90,2.040,18.000,No Turning-off Behavior,A
520,24.20,71.60,26.49,92.70,2.510,20.000,No Turning-off Behavior,A
515,24.70,73.80,26.53,92.40,2.270,18.000,No Turning-off Behavior,A
520,25.10,67.60,26.64,91.80,1.570,17.000,No Turning-off Behavior,A
526,24.40,64.60,26.73,91.20,1.570,11.000,No Turning-off Behavior,A
525,24.30,73.90,26.82,90.80,1.800,7.000,No Turning-off Behavior,A
523,24.90,73.00,26.84,90.80,2.270,10.000,No Turning-off Behavior,A
526,24.70,64.20,26.97,90.30,2.040,9.000,No Turning-off Behavior,A
527,24.10,72.20,27.07,89.50,1.800,13.000,No Turning-off Behavior,A
521,24.70,74.10,27.17,88.80,2.040,13.000,No Turning-off Behavior,A
518,25.40,68.80,27.29,87.90,1.340,14.000,No Turning-off Behavior,A
522,24.50,65.90,27.37,87.50,1.800,20.000,No Turning-off Behavior,A
522,24.20,73.40,27.41,87.10,1.800,15.000,No Turning-off Behavior,A
521,24.80,73.80,27.43,86.90,1.340,9.000,No Turning-off Behavior,A
524,25.10,66.00,27.53,86.20,1.570,9.000,No Turning-off Behavior,A
448,26.10,74.50,29.16,78.20,2.040,0.000,No Turning-off Behavior,A
449,25.70,71.10,29.57,77.10,1.340,0.000,No Turning-off Behavior,A
435,25.20,69.20,29.94,76.30,1.570,268.000,No Turning-off Behavior,A
432,25.00,68.10,30.13,75.00,1.570,7067.000,No Turning-off Behavior,A
430,24.80,67.90,30.14,74.00,3.210,7686.000,No Turning-off Behavior,A
428,24.60,67.70,30.42,72.80,0.400,7964.000,No Turning-off Behavior,A
424,24.50,69.20,30.34,71.10,2.970,8219.000,No Turning-off Behavior,A
423,24.40,69.70,30.48,70.70,0.870,0.000,No Turning-off Behavior,A
423,24.50,69.70,30.55,70.60,3.440,0.000,No Turning-off Behavior,A
422,24.80,73.80,31.00,67.80,1.800,0.000,No Turning-off Behavior,A
431,24.60,68.90,31.39,66.90,2.040,166.000,No Turning-off Behavior,A
428,24.30,68.60,31.73,65.40,1.570,394.000,No Turning-off Behavior,A
426,24.30,69.00,31.86,64.00,2.040,427.000,No Turning-off Behavior,A
425,24.30,69.20,31.62,64.40,4.610,127.000,No Turning-off Behavior,A
423,24.20,67.40,31.41,62.90,1.570,439.000,No Turning-off Behavior,A
424,24.00,68.10,31.78,60.60,1.570,0.000,No Turning-off Behavior,A
421,24.00,68.00,32.74,61.80,1.100,6066.000,No Turning-off Behavior,A
429,24.40,72.40,32.16,61.70,3.210,0.000,No Turning-off Behavior,A
432,24.40,69.20,32.24,61.70,2.270,0.000,No Turning-off Behavior,A
429,24.10,68.80,33.03,60.40,1.340,505.000,No Turning-off Behavior,A
427,24.20,68.80,32.45,61.50,2.040,420.000,No Turning-off Behavior,A
425,24.30,68.70,32.46,61.80,3.440,455.000,No Turning-off Behavior,A
425,24.30,69.00,32.55,61.30,3.210,0.000,No Turning-off Behavior,A
424,24.30,68.20,33.00,59.50,1.800,4256.000,No Turning-off Behavior,A
431,24.90,72.60,33.10,58.10,3.210,0.000,No Turning-off Behavior,A
436,25.20,73.30,33.11,55.70,3.210,8113.000,No Turning-off Behavior,A
435,25.20,73.50,32.95,57.80,3.440,8204.000,No Turning-off Behavior,A
434,25.30,73.60,32.26,60.40,4.380,0.000,No Turning-off Behavior,A
439,25.30,72.70,32.96,58.20,2.040,0.000,No Turning-off Behavior,A
435,25.50,72.20,33.37,56.40,1.340,0.000,No Turning-off Behavior,A
433,25.70,72.10,32.76,56.80,3.680,0.000,No Turning-off Behavior,A
432,25.70,71.70,32.80,58.10,2.270,402.000,No Turning-off Behavior,A
434,25.60,72.30,33.14,57.90,2.510,182.000,No Turning-off Behavior,A
448,25.60,71.90,33.34,57.50,4.140,151.000,No Turning-off Behavior,A
435,25.10,68.90,33.27,58.10,2.040,387.000,No Turning-off Behavior,A
430,25.00,68.70,33.09,58.60,3.680,163.000,No Turning-off Behavior,A
429,24.90,67.30,33.13,58.80,2.270,348.000,No Turning-off Behavior,A
428,24.70,67.80,33.55,56.40,2.970,319.000,No Turning-off Behavior,A
424,24.60,67.50,32.92,55.70,3.910,326.000,No Turning-off Behavior,A
425,24.50,67.00,33.33,57.00,3.680,108.000,No Turning-off Behavior,A
424,24.60,69.00,32.53,59.00,4.140,270.000,No Turning-off Behavior,A
423,24.70,68.50,32.61,58.30,3.910,255.000,No Turning-off Behavior,A
422,24.50,67.60,33.02,57.80,3.440,243.000,No Turning-off Behavior,A
466,25.30,77.60,30.70,77.80,216.220,7761.000,No Turning-off Behavior,A
512,24.60,77.20,31.04,75.70,14.660,0.000,No Turning-off Behavior,A
507,24.60,78.00,30.92,73.80,309.980,0.000,No Turning-off Behavior,A
499,24.60,76.90,31.58,67.80,37.810,0.000,No Turning-off Behavior,A
512,24.50,77.30,32.03,68.60,105.390,232.000,No Turning-off Behavior,A
515,24.60,77.60,32.12,65.80,337.570,347.000,No Turning-off Behavior,A
516,24.70,76.10,32.26,65.30,446.070,359.000,No Turning-off Behavior,A
507,24.80,77.20,32.06,65.00,37.110,376.000,No Turning-off Behavior,A
502,24.80,75.80,32.20,62.80,400.470,388.000,No Turning-off Behavior,A
496,24.80,75.40,32.89,61.60,180.440,184.000,No Turning-off Behavior,A
510,24.90,75.20,33.61,58.50,9.750,267.000,No Turning-off Behavior,A
497,25.00,75.30,32.93,59.10,42.960,255.000,No Turning-off Behavior,A
499,25.00,74.30,32.70,59.70,107.730,346.000,No Turning-off Behavior,A
514,24.80,74.60,33.24,58.90,196.110,385.000,No Turning-off Behavior,A
503,25.00,75.40,32.70,61.40,5.780,162.000,No Turning-off Behavior,A
476,25.20,75.80,32.66,61.90,5.780,152.000,No Turning-off Behavior,A
483,24.90,77.00,30.69,76.50,10.460,0.000,No Turning-off Behavior,A
491,24.40,76.70,28.19,89.20,3.210,5599.000,No Turning-off Behavior,A
482,23.90,74.80,28.84,87.50,223.470,0.000,No Turning-off Behavior,A
458,23.60,76.80,28.84,86.30,5.080,0.000,No Turning-off Behavior,A
453,23.50,77.10,26.78,90.50,2.040,6290.000,No Turning-off Behavior,A
439,23.30,76.10,27.85,88.60,5.780,0.000,No Turning-off Behavior,A
435,23.00,74.90,29.21,81.20,145.140,5951.000,No Turning-off Behavior,A
446,22.90,76.20,30.37,77.00,7.880,0.000,No Turning-off Behavior,A
468,23.10,76.90,30.84,76.70,3.210,8169.000,No Turning-off Behavior,A
489,23.30,78.50,30.92,74.70,6.250,6898.000,No Turning-off Behavior,A
484,23.50,78.90,31.35,72.70,3.440,0.000,No Turning-off Behavior,A
450,24.10,77.70,31.47,69.80,13.030,0.000,No Turning-off Behavior,A
508,23.60,75.80,31.66,67.80,9.990,0.000,No Turning-off Behavior,A
524,23.60,75.40,31.81,66.40,95.800,0.000,No Turning-off Behavior,A
532,23.60,75.30,31.93,64.20,5.550,0.000,No Turning-off Behavior,A
516,23.80,75.90,32.47,62.20,522.990,5764.000,No Turning-off Behavior,A
498,24.10,76.90,32.37,60.70,443.730,6276.000,No Turning-off Behavior,A
476,24.60,76.40,32.75,61.20,8.590,6094.000,No Turning-off Behavior,A
474,24.70,77.00,33.09,60.00,389.010,311.000,No Turning-off Behavior,A
467,24.90,75.70,33.00,59.30,7.420,233.000,No Turning-off Behavior,A
467,24.90,76.10,33.14,59.10,462.670,323.000,No Turning-off Behavior,A
451,25.20,75.30,33.18,58.20,496.340,337.000,No Turning-off Behavior,A
465,25.00,75.20,33.03,58.30,355.810,320.000,No Turning-off Behavior,A
468,25.20,74.90,33.09,57.50,381.530,0.000,No Turning-off Behavior,A
487,25.20,74.50,33.23,57.90,93.930,0.000,No Turning-off Behavior,A
482,25.10,74.20,32.98,58.40,85.510,170.000,No Turning-off Behavior,A
493,25.10,74.10,33.12,57.50,21.210,3841.000,No Turning-off Behavior,A
485,25.20,73.40,33.04,57.50,3.210,5386.000,No Turning-off Behavior,A
481,25.10,73.40,32.80,57.60,425.490,6325.000,No Turning-off Behavior,A
471,24.90,72.60,33.39,56.50,47.170,2947.000,No Turning-off Behavior,A
501,24.90,73.10,33.45,56.50,318.630,2658.000,No Turning-off Behavior,A
473,24.90,73.90,33.55,55.70,12.560,112.000,No Turning-off Behavior,A
479,24.50,72.00,32.98,58.30,198.450,87.000,No Turning-off Behavior,A
480,24.30,72.20,33.00,58.00,11.860,0.000,No Turning-off Behavior,A
485,24.20,72.60,32.80,59.30,4.140,0.000,No Turning-off Behavior,A
481,24.30,73.70,32.58,60.20,189.330,0.000,No Turning-off Behavior,A
478,24.30,73.70,32.37,60.20,2.270,0.000,No Turning-off Behavior,A
463,24.30,74.50,32.21,60.70,2.040,20.000,No Turning-off Behavior,A
463,24.40,74.70,32.09,61.50,1.570,15.000,No Turning-off Behavior,A
462,24.20,73.80,31.99,62.40,1.800,17.000,No Turning-off Behavior,A
468,24.00,74.30,32.05,60.40,1.570,11.000,No Turning-off Behavior,A
467,23.80,73.30,31.97,61.30,2.040,5.000,No Turning-off Behavior,A
459,23.90,73.90,28.32,80.10,3.210,0.000,No Turning-off Behavior,A
444,23.70,77.20,26.76,87.90,3.440,0.000,No Turning-off Behavior,A
445,23.60,77.80,26.33,92.90,1.340,0.000,No Turning-off Behavior,A
447,23.50,77.40,26.39,93.90,1.340,0.000,No Turning-off Behavior,A
448,23.50,78.20,26.64,93.70,1.340,0.000,No Turning-off Behavior,A
446,23.50,77.80,26.67,93.40,1.100,0.000,No Turning-off Behavior,A
491,24.30,59.30,26.47,48.40,3.440,0.000,No Turning-off Behavior,A
525,24.00,60.30,26.77,47.80,2.270,0.000,No Turning-off Behavior,A
489,24.20,75.80,27.36,85.10,16.070,176.000,No Turning-off Behavior,A
516,24.00,76.40,27.79,83.70,11.390,199.000,No Turning-off Behavior,A
507,24.10,77.60,27.81,82.30,23.320,177.000,No Turning-off Behavior,A
509,24.10,78.40,28.11,81.20,13.030,183.000,No Turning-off Behavior,A
508,24.10,78.20,28.45,80.50,5.550,188.000,No Turning-off Behavior,A
513,23.90,76.80,28.68,78.40,3.440,159.000,No Turning-off Behavior,A
517,23.70,76.60,28.55,77.50,5.080,130.000,No Turning-off Behavior,A
524,23.60,76.40,28.99,75.90,28.460,244.000,No Turning-off Behavior,A
523,23.50,76.00,28.92,76.80,6.720,163.000,No Turning-off Behavior,A
536,23.50,75.40,28.96,77.80,6.480,231.000,No Turning-off Behavior,A
568,23.50,74.60,29.49,73.60,379.660,315.000,No Turning-off Behavior,A
568,23.50,75.20,29.80,71.50,382.930,569.000,No Turning-off Behavior,A
540,23.40,75.70,30.27,67.50,678.020,551.000,No Turning-off Behavior,A
541,23.70,75.50,30.35,66.10,22.380,314.000,No Turning-off Behavior,A
523,23.50,74.30,31.06,65.50,677.310,577.000,No Turning-off Behavior,A
569,23.60,74.80,30.61,66.60,17.700,241.000,No Turning-off Behavior,A
507,23.50,75.30,31.22,65.30,548.710,541.000,No Turning-off Behavior,A
512,23.40,74.90,31.80,62.60,209.910,408.000,No Turning-off Behavior,A
482,23.70,76.30,31.25,63.60,4.140,118.000,No Turning-off Behavior,A
465,23.40,75.90,30.68,65.20,16.300,223.000,No Turning-off Behavior,A
526,23.20,74.00,30.53,67.00,5.080,171.000,No Turning-off Behavior,A
554,23.30,75.10,31.04,65.30,574.430,618.000,No Turning-off Behavior,A
510,23.50,75.40,31.20,63.00,291.740,351.000,No Turning-off Behavior,A
538,23.50,74.30,31.35,62.00,60.260,593.000,No Turning-off Behavior,A
543,23.40,73.50,31.63,59.90,556.900,551.000,No Turning-off Behavior,A
549,23.30,73.00,31.87,58.50,53.710,260.000,No Turning-off Behavior,A
549,23.20,73.10,32.05,58.50,561.340,526.000,No Turning-off Behavior,A
558,22.90,70.80,32.83,56.10,18.870,254.000,No Turning-off Behavior,A
551,22.70,71.20,31.98,57.30,4.380,173.000,No Turning-off Behavior,A
579,22.80,71.20,31.91,57.20,355.810,396.000,No Turning-off Behavior,A
572,22.80,72.30,31.83,59.70,10.220,234.000,No Turning-off Behavior,A
579,22.90,72.20,31.22,61.30,5.310,186.000,No Turning-off Behavior,A
597,22.90,72.60,31.40,60.30,200.320,0.000,No Turning-off Behavior,A
586,23.00,72.00,32.41,57.90,54.410,345.000,No Turning-off Behavior,A
585,23.20,72.10,32.51,55.90,475.760,436.000,No Turning-off Behavior,A
587,23.40,72.20,32.59,56.70,436.950,347.000,No Turning-off Behavior,A
594,23.40,72.50,31.91,58.00,4.140,126.000,No Turning-off Behavior,A
591,23.40,72.40,31.89,58.90,3.680,134.000,No Turning-off Behavior,A
619,23.10,71.80,31.72,58.60,3.440,2382.000,No Turning-off Behavior,A
631,23.10,72.20,31.90,58.10,2.510,57.000,No Turning-off Behavior,A
652,23.00,71.30,31.47,59.30,27.060,69.000,No Turning-off Behavior,A
645,23.10,71.80,31.37,59.60,4.840,82.000,No Turning-off Behavior,A
638,23.00,71.80,31.58,59.00,8.120,114.000,No Turning-off Behavior,A
640,23.00,71.30,31.84,58.20,1.800,58.000,No Turning-off Behavior,A
648,22.90,71.50,31.38,59.70,2.040,26.000,No Turning-off Behavior,A
645,22.90,72.20,30.59,64.40,2.970,26.000,No Turning-off Behavior,A
631,23.00,72.00,30.50,65.00,2.510,26.000,No Turning-off Behavior,A
597,23.20,71.90,30.22,68.10,2.040,18.000,No Turning-off Behavior,A
573,23.30,72.00,29.70,72.70,1.800,17.000,No Turning-off Behavior,A
535,23.40,72.80,29.56,73.30,2.040,11.000,No Turning-off Behavior,A
511,23.40,73.30,29.37,74.50,2.740,10.000,No Turning-off Behavior,A
489,23.40,73.50,29.24,74.90,1.570,17.000,No Turning-off Behavior,A
487,23.50,73.70,29.06,75.30,1.800,15.000,No Turning-off Behavior,A
477,23.50,74.30,28.96,76.10,1.570,14.000,No Turning-off Behavior,A
471,23.50,74.50,28.90,76.70,1.800,6.000,No Turning-off Behavior,A
474,23.50,74.60,28.81,77.00,1.800,2.000,No Turning-off Behavior,A
519,25.10,74.00,29.69,74.70,3.680,143.000,No Turning-off Behavior,A
531,24.70,74.10,29.26,77.00,3.210,21.000,No Turning-off Behavior,A
539,24.30,74.40,28.66,82.20,2.970,48.000,No Turning-off Behavior,A
547,24.00,74.30,28.16,86.80,2.270,75.000,No Turning-off Behavior,A
578,23.90,75.10,28.03,88.60,2.270,102.000,No Turning-off Behavior,A
577,23.80,75.40,28.02,88.00,2.740,124.000,No Turning-off Behavior,A
591,23.80,76.20,28.18,87.50,62.600,208.000,No Turning-off Behavior,A
568,23.60,74.00,29.04,83.60,3.210,153.000,No Turning-off Behavior,A
578,23.50,73.40,29.24,83.00,22.150,231.000,No Turning-off Behavior,A
590,23.50,73.60,30.07,77.70,16.540,358.000,No Turning-off Behavior,A
596,23.60,73.50,31.00,73.80,190.970,369.000,No Turning-off Behavior,A
549,23.60,75.10,31.28,70.30,9.050,245.000,No Turning-off Behavior,A
578,23.50,74.30,30.99,70.30,7.650,161.000,No Turning-off Behavior,A
576,23.80,76.40,30.40,74.30,8.120,60.000,No Turning-off Behavior,A
503,23.90,77.70,26.64,93.40,4.140,20.000,No Turning-off Behavior,A
446,23.60,79.10,24.89,98.50,2.270,13.000,No Turning-off Behavior,A
421,23.40,80.30,25.01,99.30,1.340,12.000,No Turning-off Behavior,A
449,23.30,77.70,25.30,99.70,1.340,24.000,No Turning-off Behavior,A
474,23.20,78.90,25.43,99.60,1.800,76.000,No Turning-off Behavior,A
511,23.30,80.00,25.77,99.40,2.040,53.000,No Turning-off Behavior,A
494,23.50,78.50,25.81,98.90,1.800,41.000,No Turning-off Behavior,A
478,23.60,80.80,25.86,98.60,2.270,65.000,No Turning-off Behavior,A
484,23.50,78.80,26.15,98.30,2.040,26.000,No Turning-off Behavior,A
481,23.70,79.30,25.73,97.70,2.740,7.000,No Turning-off Behavior,A
480,23.70,80.20,25.65,97.40,2.040,6.000,No Turning-off Behavior,A
495,23.70,80.30,25.34,96.70,2.040,14.000,No Turning-off Behavior,A
524,23.50,77.90,25.52,96.70,2.040,38.000,No Turning-off Behavior,A
548,23.20,75.90,25.58,96.20,2.040,33.000,No Turning-off Behavior,A
525,23.10,76.30,25.36,96.50,2.740,46.000,No Turning-off Behavior,A
519,23.00,76.60,25.25,96.60,2.040,30.000,No Turning-off Behavior,A
556,23.00,77.50,25.31,96.30,1.340,30.000,No Turning-off Behavior,A
563,23.20,78.40,25.31,96.30,2.510,58.000,No Turning-off Behavior,A
609,23.30,79.00,25.55,96.00,2.040,33.000,No Turning-off Behavior,A
608,23.30,77.80,25.70,95.60,4.140,78.000,No Turning-off Behavior,A
567,23.40,78.30,25.87,95.30,8.820,125.000,No Turning-off Behavior,A
587,23.40,78.30,26.15,93.90,2.510,105.000,No Turning-off Behavior,A
576,23.40,78.90,26.53,92.80,2.040,86.000,No Turning-off Behavior,A
546,23.50,78.40,26.76,92.20,1.800,60.000,No Turning-off Behavior,A
531,23.50,79.10,26.61,90.60,2.040,29.000,No Turning-off Behavior,A
512,23.40,78.80,26.87,90.90,2.270,13.000,No Turning-off Behavior,A
524,23.20,77.00,26.79,91.00,2.040,8.000,No Turning-off Behavior,A
555,23.10,78.10,26.51,92.00,2.270,10.000,No Turning-off Behavior,A
538,23.10,78.30,26.48,93.00,1.570,14.000,No Turning-off Behavior,A
528,23.00,78.40,26.36,93.20,1.570,15.000,No Turning-off Behavior,A
