CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
597,26.70,61.70,23.59,83.20,2.040,47.000,Turning-on Behavior,B
431,26.00,66.00,31.11,64.10,20.740,312.000,Turning-on Behavior,B
442,26.00,68.90,26.25,98.60,2.040,61.000,Turning-on Behavior,B
404,25.10,74.70,29.30,69.70,185.590,118.000,Turning-on Behavior,B
416,23.80,76.00,29.47,73.30,728.520,85.000,Turning-on Behavior,B
506,26.60,70.10,26.95,87.80,4.610,101.000,Turning-on Behavior,B
531,25.10,77.20,26.53,92.80,1.800,86.000,Turning-on Behavior,B
450,25.90,61.00,23.02,67.90,19.110,0.000,Turning-on Behavior,B
476,26.00,59.90,22.44,67.20,404.450,0.000,Turning-on Behavior,B
637,25.80,39.70,19.87,37.70,78.030,0.000,Turning-on Behavior,B
466,24.80,51.60,22.95,47.00,19.340,0.000,Turning-on Behavior,B
426,25.30,32.00,24.05,22.70,650.190,0.000,Turning-on Behavior,B
571,25.70,39.40,19.81,37.00,46.700,0.000,Turning-on Behavior,B
449,25.80,63.60,21.30,89.90,17.700,155.000,No Turning-on Behavior,B
449,25.90,63.40,21.66,88.30,6.480,163.000,No Turning-on Behavior,B
474,23.20,42.60,19.69,39.70,761.720,230.000,No Turning-on Behavior,B
480,23.60,42.10,19.88,40.00,17.240,245.000,No Turning-on Behavior,B
474,23.80,41.50,20.18,39.30,753.770,263.000,No Turning-on Behavior,B
495,23.90,41.50,20.29,38.80,139.290,278.000,No Turning-on Behavior,B
500,24.10,41.20,21.03,39.10,762.660,290.000,No Turning-on Behavior,B
505,24.30,41.40,20.73,37.70,775.050,305.000,No Turning-on Behavior,B
505,24.40,40.50,21.16,33.40,18.640,320.000,No Turning-on Behavior,B
503,24.50,40.10,20.93,34.10,721.740,330.000,No Turning-on Behavior,B
507,24.60,39.20,21.23,33.50,151.920,340.000,No Turning-on Behavior,B
515,24.70,39.20,21.94,33.60,753.540,354.000,No Turning-on Behavior,B
498,24.80,39.00,22.25,33.30,758.920,377.000,No Turning-on Behavior,B
486,25.00,38.80,22.09,31.80,17.000,366.000,No Turning-on Behavior,B
483,25.00,38.60,22.07,31.00,688.300,378.000,No Turning-on Behavior,B
442,24.90,37.90,22.36,29.60,604.130,378.000,No Turning-on Behavior,B
427,25.00,38.20,22.40,30.00,751.670,376.000,No Turning-on Behavior,B
419,25.10,38.90,22.32,31.10,743.020,375.000,No Turning-on Behavior,B
426,25.10,38.80,23.07,30.40,19.340,376.000,No Turning-on Behavior,B
462,25.30,38.80,23.28,29.80,725.950,377.000,No Turning-on Behavior,B
490,25.40,39.20,23.18,29.60,758.920,378.000,No Turning-on Behavior,B
495,25.50,39.30,23.19,28.50,27.060,381.000,No Turning-on Behavior,B
532,25.50,39.30,23.09,29.40,739.510,369.000,No Turning-on Behavior,B
545,25.60,39.30,23.44,30.00,749.100,368.000,No Turning-on Behavior,B
567,25.70,39.30,23.34,29.90,35.240,353.000,No Turning-on Behavior,B
587,25.70,39.30,23.36,28.30,739.040,348.000,No Turning-on Behavior,B
575,25.80,38.90,24.08,29.80,188.860,337.000,No Turning-on Behavior,B
570,25.80,39.00,23.86,27.90,718.000,324.000,No Turning-on Behavior,B
583,25.90,38.60,23.75,27.60,735.540,318.000,No Turning-on Behavior,B
512,25.80,38.50,24.21,26.60,170.160,301.000,No Turning-on Behavior,B
548,25.90,38.40,24.12,26.60,688.070,294.000,No Turning-on Behavior,B
570,26.00,38.50,24.15,25.90,686.670,283.000,No Turning-on Behavior,B
582,26.10,38.20,24.02,28.00,688.070,270.000,No Turning-on Behavior,B
552,26.10,38.00,24.47,26.80,687.140,254.000,No Turning-on Behavior,B
555,26.10,38.00,24.14,26.30,90.420,239.000,No Turning-on Behavior,B
532,26.10,38.00,24.97,25.70,680.590,219.000,No Turning-on Behavior,B
550,26.10,37.70,24.95,25.20,88.080,197.000,No Turning-on Behavior,B
549,26.10,38.10,25.42,25.30,611.850,173.000,No Turning-on Behavior,B
605,26.20,38.20,25.33,21.80,613.480,154.000,No Turning-on Behavior,B
613,26.20,37.80,25.10,23.40,562.740,133.000,No Turning-on Behavior,B
619,26.20,38.00,24.77,24.30,537.020,129.000,No Turning-on Behavior,B
602,26.20,37.70,25.14,25.20,127.600,121.000,No Turning-on Behavior,B
612,26.30,38.10,24.65,25.40,466.170,122.000,No Turning-on Behavior,B
575,26.30,38.00,25.14,26.40,19.110,94.000,No Turning-on Behavior,B
578,26.30,37.60,24.40,27.00,416.370,115.000,No Turning-on Behavior,B
546,26.20,37.50,24.82,27.30,136.020,106.000,No Turning-on Behavior,B
527,26.20,37.10,24.53,27.20,385.270,106.000,No Turning-on Behavior,B
505,26.10,37.50,24.70,27.40,330.090,90.000,No Turning-on Behavior,B
476,26.00,37.50,24.49,28.70,183.720,84.000,No Turning-on Behavior,B
427,24.10,45.10,20.06,51.40,19.340,122.000,No Turning-on Behavior,B
485,24.20,45.10,20.70,49.00,562.270,131.000,No Turning-on Behavior,B
431,24.20,44.60,20.18,49.90,79.670,152.000,No Turning-on Behavior,B
475,24.50,44.70,21.16,48.20,618.390,168.000,No Turning-on Behavior,B
488,24.50,44.60,21.58,47.50,644.810,189.000,No Turning-on Behavior,B
475,24.60,44.70,22.09,44.60,17.470,198.000,No Turning-on Behavior,B
482,24.70,44.50,22.03,44.70,655.340,221.000,No Turning-on Behavior,B
519,24.90,44.40,23.04,42.50,90.420,211.000,No Turning-on Behavior,B
497,24.90,44.30,23.28,42.40,653.470,250.000,No Turning-on Behavior,B
519,25.00,44.20,23.66,42.30,685.500,266.000,No Turning-on Behavior,B
501,25.10,44.40,23.62,40.80,18.640,282.000,No Turning-on Behavior,B
506,25.20,44.30,23.93,41.50,695.090,292.000,No Turning-on Behavior,B
480,25.20,44.20,24.37,39.20,78.500,301.000,No Turning-on Behavior,B
457,26.80,40.90,26.86,34.60,147.480,115.000,No Turning-on Behavior,B
440,26.50,40.90,26.52,34.10,20.040,87.000,No Turning-on Behavior,B
425,26.50,41.00,26.23,32.90,8.350,64.000,No Turning-on Behavior,B
431,26.60,40.70,25.98,31.20,3.210,67.000,No Turning-on Behavior,B
471,23.50,62.80,17.14,92.60,1.800,30.000,No Turning-on Behavior,B
524,24.10,61.40,16.98,93.10,1.570,24.000,No Turning-on Behavior,B
555,24.50,60.60,17.00,92.40,1.570,41.000,No Turning-on Behavior,B
608,24.70,60.30,17.07,90.60,1.570,25.000,No Turning-on Behavior,B
631,24.80,60.00,17.28,88.60,2.040,23.000,No Turning-on Behavior,B
534,24.40,59.90,17.17,90.30,1.800,12.000,No Turning-on Behavior,B
551,24.60,59.40,17.11,91.10,1.340,13.000,No Turning-on Behavior,B
560,24.80,59.10,17.12,90.60,1.100,8.000,No Turning-on Behavior,B
545,24.80,59.10,17.13,89.60,1.340,7.000,No Turning-on Behavior,B
548,24.90,59.10,17.04,89.10,1.570,8.000,No Turning-on Behavior,B
544,24.90,59.10,17.02,89.30,1.800,14.000,No Turning-on Behavior,B
537,24.90,59.10,17.13,89.10,1.340,10.000,No Turning-on Behavior,B
527,24.80,59.10,17.21,88.10,1.340,8.000,No Turning-on Behavior,B
511,24.80,59.00,17.27,87.40,1.100,6.000,No Turning-on Behavior,B
501,24.80,59.00,17.27,87.20,1.340,5.000,No Turning-on Behavior,B
489,24.80,58.90,17.29,86.90,1.570,6.000,No Turning-on Behavior,B
478,24.80,58.80,17.26,87.40,1.800,5.000,No Turning-on Behavior,B
476,24.80,58.80,17.32,88.40,1.340,2.000,No Turning-on Behavior,B
467,24.80,58.80,17.24,88.60,1.570,2.000,No Turning-on Behavior,B
462,24.80,58.70,17.23,88.80,1.340,0.000,No Turning-on Behavior,B
456,24.80,58.70,17.24,88.80,1.340,0.000,No Turning-on Behavior,B
454,24.80,58.70,17.25,88.40,1.800,0.000,No Turning-on Behavior,B
451,24.80,58.70,17.31,88.30,1.340,0.000,No Turning-on Behavior,B
456,23.80,59.10,16.92,89.80,2.270,80.000,No Turning-on Behavior,B
464,23.90,59.20,17.28,89.10,2.510,103.000,No Turning-on Behavior,B
537,24.10,58.90,17.46,87.50,2.270,122.000,No Turning-on Behavior,B
519,24.30,58.60,17.81,86.20,3.210,157.000,No Turning-on Behavior,B
541,24.40,58.30,18.31,81.10,3.210,142.000,No Turning-on Behavior,B
507,25.30,44.50,23.18,31.60,503.590,79.000,No Turning-on Behavior,B
489,25.30,45.10,22.87,27.70,344.350,75.000,No Turning-on Behavior,B
483,25.20,45.90,23.43,25.70,465.240,66.000,No Turning-on Behavior,B
495,25.20,45.30,22.78,25.10,404.450,62.000,No Turning-on Behavior,B
517,24.50,45.80,21.99,42.00,653.700,339.000,No Turning-on Behavior,B
520,24.60,45.70,22.56,40.20,476.700,304.000,No Turning-on Behavior,B
547,24.70,45.90,22.14,42.40,348.800,266.000,No Turning-on Behavior,B
582,24.90,45.90,22.18,42.00,180.210,305.000,No Turning-on Behavior,B
615,25.00,45.90,22.44,38.90,808.490,335.000,No Turning-on Behavior,B
636,25.10,45.90,22.74,39.70,566.480,274.000,No Turning-on Behavior,B
655,25.20,45.90,23.24,37.30,763.590,278.000,No Turning-on Behavior,B
667,25.20,46.00,22.75,38.80,151.920,146.000,No Turning-on Behavior,B
688,25.20,45.90,22.17,37.80,179.040,218.000,No Turning-on Behavior,B
678,25.20,45.80,22.85,36.90,767.340,206.000,No Turning-on Behavior,B
483,24.00,50.10,22.48,48.50,871.620,282.000,No Turning-on Behavior,B
509,24.20,49.80,22.74,47.60,859.700,285.000,No Turning-on Behavior,B
525,24.30,49.70,23.46,44.20,13.960,291.000,No Turning-on Behavior,B
533,24.50,49.20,23.43,47.70,837.020,301.000,No Turning-on Behavior,B
516,24.60,49.30,23.44,43.20,817.610,309.000,No Turning-on Behavior,B
535,24.70,48.80,24.16,44.90,829.770,315.000,No Turning-on Behavior,B
506,24.70,48.60,24.23,45.10,777.620,326.000,No Turning-on Behavior,B
491,24.70,48.50,24.47,45.00,17.940,349.000,No Turning-on Behavior,B
481,24.80,48.50,24.42,45.00,836.780,394.000,No Turning-on Behavior,B
493,24.90,48.50,24.33,45.30,431.100,338.000,No Turning-on Behavior,B
475,24.90,48.50,24.87,42.00,15.130,276.000,No Turning-on Behavior,B
467,25.00,48.50,24.51,44.50,89.490,240.000,No Turning-on Behavior,B
525,25.00,48.50,25.19,41.10,523.930,416.000,No Turning-on Behavior,B
510,25.10,48.40,25.10,41.60,132.280,243.000,No Turning-on Behavior,B
539,25.20,48.50,25.50,40.40,292.680,315.000,No Turning-on Behavior,B
585,25.20,48.40,25.55,40.00,7.880,225.000,No Turning-on Behavior,B
587,25.30,48.50,25.04,40.70,250.820,355.000,No Turning-on Behavior,B
602,25.40,48.30,26.20,40.90,408.420,266.000,No Turning-on Behavior,B
607,25.40,48.30,25.49,42.40,734.130,298.000,No Turning-on Behavior,B
594,25.40,48.30,26.31,42.00,790.250,269.000,No Turning-on Behavior,B
641,25.40,48.50,25.71,43.30,280.750,261.000,No Turning-on Behavior,B
671,25.50,48.60,25.81,41.60,782.070,250.000,No Turning-on Behavior,B
703,25.50,48.70,26.77,39.90,715.660,242.000,No Turning-on Behavior,B
696,25.60,48.70,26.60,40.50,523.690,243.000,No Turning-on Behavior,B
596,25.50,49.00,26.68,41.70,214.110,173.000,No Turning-on Behavior,B
559,25.50,48.90,26.21,43.90,114.510,190.000,No Turning-on Behavior,B
512,25.50,49.10,26.21,42.40,708.650,177.000,No Turning-on Behavior,B
548,25.60,49.40,26.99,42.20,615.350,180.000,No Turning-on Behavior,B
554,25.60,49.40,26.53,44.90,662.350,147.000,No Turning-on Behavior,B
559,25.60,49.60,26.72,44.00,657.210,184.000,No Turning-on Behavior,B
531,25.70,49.60,25.87,45.20,7.420,139.000,No Turning-on Behavior,B
490,25.50,49.90,25.58,45.60,9.990,150.000,No Turning-on Behavior,B
484,25.50,49.90,26.24,45.90,7.650,128.000,No Turning-on Behavior,B
485,25.50,49.90,26.18,45.00,636.160,108.000,No Turning-on Behavior,B
466,25.40,50.60,26.12,45.90,544.040,98.000,No Turning-on Behavior,B
501,25.50,50.40,26.46,44.70,334.770,94.000,No Turning-on Behavior,B
494,25.50,50.40,26.19,45.00,566.480,109.000,No Turning-on Behavior,B
476,25.50,50.40,25.91,46.20,17.240,90.000,No Turning-on Behavior,B
479,25.50,50.40,25.67,47.20,36.410,75.000,No Turning-on Behavior,B
475,25.50,50.40,25.84,46.70,383.400,82.000,No Turning-on Behavior,B
538,28.20,61.40,32.54,50.80,133.210,179.000,No Turning-on Behavior,B
531,28.00,62.00,32.73,49.90,234.920,181.000,No Turning-on Behavior,B
548,27.90,62.00,32.65,49.60,158.230,181.000,No Turning-on Behavior,B
566,27.80,61.80,32.27,51.20,172.260,139.000,No Turning-on Behavior,B
596,27.80,61.70,32.51,50.30,256.200,148.000,No Turning-on Behavior,B
599,27.80,61.80,31.87,52.60,13.260,119.000,No Turning-on Behavior,B
611,27.80,61.70,31.56,54.30,160.100,140.000,No Turning-on Behavior,B
607,27.50,61.10,31.71,53.80,38.510,117.000,No Turning-on Behavior,B
601,26.80,61.30,31.50,53.80,166.650,111.000,No Turning-on Behavior,B
583,26.40,61.40,31.34,54.20,104.220,110.000,No Turning-on Behavior,B
597,26.20,61.60,31.18,54.00,9.050,68.000,No Turning-on Behavior,B
613,26.00,61.60,30.98,54.80,82.940,82.000,No Turning-on Behavior,B
556,25.80,61.80,31.09,54.80,25.190,89.000,No Turning-on Behavior,B
552,25.70,61.90,30.89,55.30,15.130,71.000,No Turning-on Behavior,B
549,25.50,62.10,30.61,56.90,5.780,61.000,No Turning-on Behavior,B
457,25.50,64.80,33.34,53.40,189.560,70.000,No Turning-on Behavior,B
469,26.80,66.50,33.74,51.50,570.230,262.000,No Turning-on Behavior,B
483,26.70,66.40,34.38,50.40,95.570,282.000,No Turning-on Behavior,B
486,26.80,65.80,34.72,50.50,625.870,284.000,No Turning-on Behavior,B
493,26.80,65.20,35.02,50.40,608.570,284.000,No Turning-on Behavior,B
473,26.70,65.10,34.74,51.00,15.600,298.000,No Turning-on Behavior,B
496,26.60,66.60,35.13,49.30,389.250,238.000,No Turning-on Behavior,B
508,26.70,65.40,34.63,51.40,633.360,312.000,No Turning-on Behavior,B
474,26.60,65.20,35.56,48.30,604.360,329.000,No Turning-on Behavior,B
454,26.50,65.00,35.22,49.90,19.580,155.000,No Turning-on Behavior,B
448,26.50,65.20,34.62,51.40,20.510,198.000,No Turning-on Behavior,B
460,26.00,64.10,34.81,52.10,46.930,198.000,No Turning-on Behavior,B
494,25.60,63.40,34.75,51.60,568.820,344.000,No Turning-on Behavior,B
525,25.50,63.10,35.78,49.40,25.890,330.000,No Turning-on Behavior,B
545,25.40,63.30,35.61,49.40,601.320,325.000,No Turning-on Behavior,B
569,25.40,63.20,35.87,48.50,587.530,310.000,No Turning-on Behavior,B
591,25.40,66.80,36.19,47.40,516.210,287.000,No Turning-on Behavior,B
599,25.80,68.00,36.94,45.30,567.180,276.000,No Turning-on Behavior,B
611,25.80,65.30,37.01,45.60,200.550,261.000,No Turning-on Behavior,B
624,25.50,64.80,36.55,46.20,640.370,269.000,No Turning-on Behavior,B
623,25.50,65.30,36.30,46.80,648.090,253.000,No Turning-on Behavior,B
620,25.50,65.70,36.44,46.70,646.450,248.000,No Turning-on Behavior,B
645,25.40,65.70,36.66,45.00,583.550,232.000,No Turning-on Behavior,B
667,25.30,65.20,37.18,42.60,248.950,230.000,No Turning-on Behavior,B
688,25.60,68.60,36.47,45.20,601.320,211.000,No Turning-on Behavior,B
704,26.00,67.70,36.51,45.60,534.220,182.000,No Turning-on Behavior,B
716,25.50,65.20,36.76,44.10,604.360,172.000,No Turning-on Behavior,B
729,25.40,64.60,36.53,44.90,552.220,143.000,No Turning-on Behavior,B
732,25.70,69.10,36.30,44.60,110.530,127.000,No Turning-on Behavior,B
738,26.00,67.60,36.64,42.60,600.860,113.000,No Turning-on Behavior,B
771,25.50,65.20,37.31,38.10,67.980,106.000,No Turning-on Behavior,B
777,25.40,64.50,36.71,43.10,662.580,104.000,No Turning-on Behavior,B
791,25.60,69.00,37.75,31.00,446.530,106.000,No Turning-on Behavior,B
785,26.00,68.80,37.63,38.90,184.420,107.000,No Turning-on Behavior,B
801,25.50,65.10,36.30,43.30,457.990,115.000,No Turning-on Behavior,B
795,25.20,64.50,35.60,45.30,51.140,110.000,No Turning-on Behavior,B
789,25.60,69.70,35.59,45.20,398.830,102.000,No Turning-on Behavior,B
725,25.90,67.20,35.62,44.20,14.200,73.000,No Turning-on Behavior,B
703,25.30,64.60,35.78,43.10,407.490,85.000,No Turning-on Behavior,B
688,25.20,69.30,35.33,44.00,311.620,82.000,No Turning-on Behavior,B
672,25.60,68.90,35.33,44.70,28.690,75.000,No Turning-on Behavior,B
655,25.90,66.80,35.04,45.20,341.550,67.000,No Turning-on Behavior,B
647,25.60,63.70,34.38,47.20,82.470,58.000,No Turning-on Behavior,B
638,25.10,66.20,34.10,47.40,63.770,57.000,No Turning-on Behavior,B
622,25.60,65.50,34.07,47.60,187.930,49.000,No Turning-on Behavior,B
617,25.30,63.30,33.85,47.80,14.900,44.000,No Turning-on Behavior,B
609,25.00,67.00,33.73,47.10,189.800,39.000,No Turning-on Behavior,B
440,24.60,63.40,18.17,99.30,1.570,26.000,No Turning-on Behavior,B
456,24.60,64.00,18.39,99.20,2.040,41.000,No Turning-on Behavior,B
465,24.60,64.30,18.50,98.70,1.570,45.000,No Turning-on Behavior,B
528,25.00,71.80,21.06,91.60,2.510,42.000,No Turning-on Behavior,B
511,25.30,70.80,21.09,90.40,2.270,35.000,No Turning-on Behavior,B
513,25.10,40.40,25.54,19.70,2.970,198.000,No Turning-on Behavior,B
528,25.20,39.90,25.96,18.00,2.270,205.000,No Turning-on Behavior,B
545,25.30,39.80,26.57,18.50,1.340,233.000,No Turning-on Behavior,B
569,25.40,40.30,26.56,17.00,1.340,235.000,No Turning-on Behavior,B
586,25.50,40.30,26.31,15.00,5.080,224.000,No Turning-on Behavior,B
602,25.50,39.30,26.00,14.30,4.380,249.000,No Turning-on Behavior,B
585,25.60,38.60,27.49,13.60,2.970,250.000,No Turning-on Behavior,B
459,25.00,67.90,21.42,94.90,2.510,72.000,No Turning-on Behavior,B
464,25.00,68.50,21.51,93.80,2.270,38.000,No Turning-on Behavior,B
462,25.10,68.80,21.71,93.20,2.040,46.000,No Turning-on Behavior,B
432,24.40,62.80,23.22,90.60,1.800,52.000,No Turning-on Behavior,B
455,24.60,73.80,23.20,91.00,1.800,41.000,No Turning-on Behavior,B
470,25.00,72.70,23.15,91.20,2.040,45.000,No Turning-on Behavior,B
503,24.90,73.50,23.19,91.20,1.800,63.000,No Turning-on Behavior,B
494,25.30,72.10,23.27,91.00,1.800,49.000,No Turning-on Behavior,B
616,24.60,67.30,26.90,63.20,1.800,28.000,No Turning-on Behavior,B
605,24.10,67.70,26.91,63.70,1.800,24.000,No Turning-on Behavior,B
584,24.40,69.60,27.01,64.50,1.570,20.000,No Turning-on Behavior,B
567,24.20,64.60,26.87,66.10,1.800,18.000,No Turning-on Behavior,B
472,24.70,70.80,24.52,84.50,1.800,84.000,No Turning-on Behavior,B
553,27.00,65.80,27.21,69.90,2.270,44.000,No Turning-on Behavior,B
564,27.00,65.90,27.36,69.40,2.040,44.000,No Turning-on Behavior,B
572,27.00,66.00,27.18,70.30,2.040,37.000,No Turning-on Behavior,B
575,27.00,65.90,27.14,70.90,1.800,32.000,No Turning-on Behavior,B
569,27.00,66.00,27.00,71.40,2.270,34.000,No Turning-on Behavior,B
568,27.00,65.90,26.78,72.30,2.040,34.000,No Turning-on Behavior,B
568,27.00,66.00,26.77,72.60,1.800,29.000,No Turning-on Behavior,B
442,25.80,61.00,20.82,73.70,2.740,105.000,No Turning-on Behavior,B
470,25.80,60.60,20.85,73.70,2.510,105.000,No Turning-on Behavior,B
458,25.80,60.20,21.00,73.40,2.040,66.000,No Turning-on Behavior,B
498,27.70,57.80,27.40,56.00,10.920,90.000,No Turning-on Behavior,B
496,27.70,57.80,27.19,57.80,14.430,92.000,No Turning-on Behavior,B
487,27.70,58.10,27.01,58.20,45.300,89.000,No Turning-on Behavior,B
410,25.50,61.60,23.91,73.60,10.920,134.000,No Turning-on Behavior,B
422,25.20,61.30,24.04,72.20,17.470,119.000,No Turning-on Behavior,B
429,25.00,60.90,23.93,72.50,8.350,134.000,No Turning-on Behavior,B
437,24.90,60.50,24.02,72.90,573.030,168.000,No Turning-on Behavior,B
447,24.70,60.30,24.36,70.50,16.540,191.000,No Turning-on Behavior,B
460,24.70,60.10,24.96,67.70,609.740,194.000,No Turning-on Behavior,B
461,24.60,60.20,24.97,67.00,21.910,197.000,No Turning-on Behavior,B
463,24.60,60.30,25.28,66.70,30.100,182.000,No Turning-on Behavior,B
472,24.60,60.50,25.94,64.00,144.200,206.000,No Turning-on Behavior,B
460,24.60,60.70,26.30,63.50,17.000,216.000,No Turning-on Behavior,B
466,24.60,60.80,25.97,64.00,686.900,209.000,No Turning-on Behavior,B
473,24.60,61.00,25.74,62.30,17.240,204.000,No Turning-on Behavior,B
493,24.70,61.30,26.29,61.10,700.000,224.000,No Turning-on Behavior,B
472,24.70,61.30,26.61,61.40,628.910,214.000,No Turning-on Behavior,B
465,24.70,61.40,26.78,59.20,15.600,218.000,No Turning-on Behavior,B
466,24.80,61.50,26.93,57.90,722.210,206.000,No Turning-on Behavior,B
473,24.70,61.60,27.36,55.90,17.700,214.000,No Turning-on Behavior,B
472,24.80,61.50,27.35,56.00,759.620,220.000,No Turning-on Behavior,B
473,24.80,61.50,28.05,53.90,719.640,223.000,No Turning-on Behavior,B
454,24.80,61.70,28.15,53.90,14.660,230.000,No Turning-on Behavior,B
439,24.80,61.50,28.49,53.00,651.360,232.000,No Turning-on Behavior,B
435,25.20,62.50,28.54,52.90,737.410,236.000,No Turning-on Behavior,B
434,25.90,60.80,29.32,50.80,771.540,238.000,No Turning-on Behavior,B
429,26.20,60.20,29.42,49.90,783.940,242.000,No Turning-on Behavior,B
546,26.60,59.40,30.72,44.20,323.780,242.000,No Turning-on Behavior,B
507,25.80,59.80,30.57,45.30,601.790,216.000,No Turning-on Behavior,B
501,25.60,60.20,30.40,45.60,657.440,223.000,No Turning-on Behavior,B
486,25.50,60.40,30.54,44.70,557.360,207.000,No Turning-on Behavior,B
487,25.50,60.50,30.09,45.70,605.530,192.000,No Turning-on Behavior,B
480,25.50,60.70,31.78,42.80,260.180,179.000,No Turning-on Behavior,B
482,25.40,60.80,30.63,46.30,518.080,178.000,No Turning-on Behavior,B
490,25.40,61.10,30.35,45.40,500.310,181.000,No Turning-on Behavior,B
496,25.40,61.30,30.96,45.30,580.750,192.000,No Turning-on Behavior,B
492,25.40,61.30,30.09,47.70,134.850,150.000,No Turning-on Behavior,B
491,25.40,60.40,29.80,48.20,95.570,159.000,No Turning-on Behavior,B
497,25.20,60.10,29.48,48.30,32.670,125.000,No Turning-on Behavior,B
485,25.20,59.70,29.29,49.50,102.350,147.000,No Turning-on Behavior,B
502,25.10,59.50,29.50,49.40,44.360,128.000,No Turning-on Behavior,B
492,25.10,59.20,29.20,49.40,144.440,136.000,No Turning-on Behavior,B
484,25.00,59.90,29.24,50.00,76.630,127.000,No Turning-on Behavior,B
497,25.10,60.70,28.86,50.50,19.340,101.000,No Turning-on Behavior,B
504,25.10,61.20,28.97,49.90,84.810,134.000,No Turning-on Behavior,B
493,25.10,61.40,29.05,49.40,82.010,100.000,No Turning-on Behavior,B
493,25.10,61.40,29.04,49.00,133.680,114.000,No Turning-on Behavior,B
471,25.10,61.30,28.76,50.00,5.310,92.000,No Turning-on Behavior,B
448,25.10,61.30,28.55,50.10,26.820,82.000,No Turning-on Behavior,B
432,24.70,61.50,28.45,50.90,10.920,80.000,No Turning-on Behavior,B
425,24.60,61.60,28.40,51.50,11.630,63.000,No Turning-on Behavior,B
469,25.20,57.40,28.05,46.60,134.850,231.000,No Turning-on Behavior,B
462,25.20,57.70,28.41,42.80,180.440,198.000,No Turning-on Behavior,B
455,25.10,57.40,28.52,35.30,71.720,184.000,No Turning-on Behavior,B
453,25.00,56.30,28.65,33.40,27.060,170.000,No Turning-on Behavior,B
453,24.90,55.40,28.56,35.40,4.140,134.000,No Turning-on Behavior,B
463,24.80,55.20,28.43,34.70,3.680,115.000,No Turning-on Behavior,B
477,24.80,54.80,28.17,36.90,6.010,119.000,No Turning-on Behavior,B
478,24.80,54.90,28.52,35.80,17.700,103.000,No Turning-on Behavior,B
471,24.70,54.90,27.98,35.70,3.910,85.000,No Turning-on Behavior,B
464,24.70,54.90,27.76,39.10,2.740,71.000,No Turning-on Behavior,B
453,24.60,55.10,27.41,44.60,2.740,55.000,No Turning-on Behavior,B
446,24.60,55.90,27.01,48.60,2.510,60.000,No Turning-on Behavior,B
440,24.60,56.80,26.71,49.50,2.510,63.000,No Turning-on Behavior,B
436,24.60,57.50,26.57,49.90,2.510,52.000,No Turning-on Behavior,B
443,24.50,57.90,26.50,50.90,1.800,41.000,No Turning-on Behavior,B
449,27.50,59.00,26.93,57.70,468.980,61.000,No Turning-on Behavior,B
451,27.50,58.80,26.97,55.70,15.600,56.000,No Turning-on Behavior,B
455,27.50,58.80,26.64,54.60,270.230,45.000,No Turning-on Behavior,B
459,27.50,58.80,26.48,55.80,94.400,29.000,No Turning-on Behavior,B
460,27.50,58.80,26.44,53.20,58.620,26.000,No Turning-on Behavior,B
496,25.40,62.10,23.35,76.50,2.970,125.000,No Turning-on Behavior,B
509,25.20,61.50,23.49,76.50,2.510,84.000,No Turning-on Behavior,B
524,25.10,61.40,23.41,76.20,2.510,84.000,No Turning-on Behavior,B
525,25.00,61.40,23.65,75.30,2.740,146.000,No Turning-on Behavior,B
520,24.90,61.30,23.81,74.30,2.740,137.000,No Turning-on Behavior,B
513,24.90,61.50,23.98,74.60,2.970,119.000,No Turning-on Behavior,B
512,24.80,61.40,24.19,74.30,2.270,95.000,No Turning-on Behavior,B
504,24.80,61.40,24.22,73.90,2.740,105.000,No Turning-on Behavior,B
511,24.80,61.40,24.35,72.90,2.510,106.000,No Turning-on Behavior,B
498,24.70,61.50,24.37,73.20,2.740,120.000,No Turning-on Behavior,B
526,25.10,62.90,24.45,72.10,3.210,90.000,No Turning-on Behavior,B
584,25.80,61.40,24.70,72.60,3.210,113.000,No Turning-on Behavior,B
591,26.10,61.30,24.42,73.00,2.510,75.000,No Turning-on Behavior,B
559,25.20,60.20,24.25,74.10,2.970,73.000,No Turning-on Behavior,B
505,25.00,60.20,24.55,73.20,2.040,66.000,No Turning-on Behavior,B
472,24.80,60.50,24.57,73.30,2.510,54.000,No Turning-on Behavior,B
451,24.70,60.50,24.35,74.70,2.270,42.000,No Turning-on Behavior,B
455,25.00,62.70,24.36,74.50,1.800,33.000,No Turning-on Behavior,B
476,25.60,62.00,24.36,75.40,2.040,26.000,No Turning-on Behavior,B
492,25.90,61.40,24.21,76.10,1.800,35.000,No Turning-on Behavior,B
507,26.00,61.80,24.07,76.90,2.040,48.000,No Turning-on Behavior,B
523,26.20,61.60,24.28,78.30,2.740,61.000,No Turning-on Behavior,B
536,26.30,61.40,24.11,77.90,2.040,36.000,No Turning-on Behavior,B
559,26.30,61.50,24.21,78.20,1.800,24.000,No Turning-on Behavior,B
558,26.40,61.40,24.06,78.50,2.270,29.000,No Turning-on Behavior,B
605,26.50,61.70,23.89,78.40,2.270,28.000,No Turning-on Behavior,B
593,26.50,61.70,23.89,79.90,2.510,30.000,No Turning-on Behavior,B
