CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
428,24.70,67.10,19.79,90.80,2.040,1.000,No Turning-off Behavior,B
426,24.80,66.40,19.75,91.00,1.570,0.000,No Turning-off Behavior,B
422,24.90,65.90,19.78,90.20,1.570,0.000,No Turning-off Behavior,B
423,24.90,65.30,19.79,89.40,1.570,1.000,No Turning-off Behavior,B
421,24.90,65.30,19.62,87.70,2.040,2.000,No Turning-off Behavior,B
419,24.90,64.40,19.48,86.40,1.340,4.000,No Turning-off Behavior,B
418,24.80,64.10,19.35,86.60,1.800,8.000,No Turning-off Behavior,B
418,24.70,64.30,19.25,86.60,1.570,12.000,No Turning-off Behavior,B
416,24.50,64.20,19.06,86.40,1.570,13.000,No Turning-off Behavior,B
415,24.30,64.20,19.03,85.60,1.570,14.000,No Turning-off Behavior,B
412,24.40,63.60,19.03,84.80,2.270,13.000,No Turning-off Behavior,B
412,24.30,63.60,19.03,84.40,1.570,12.000,No Turning-off Behavior,B
410,24.30,63.00,18.99,82.80,1.340,25.000,No Turning-off Behavior,B
410,24.40,61.90,19.04,81.20,1.800,23.000,No Turning-off Behavior,B
408,24.40,61.30,18.97,80.90,1.570,27.000,No Turning-off Behavior,B
408,24.20,61.90,19.00,81.30,1.570,43.000,No Turning-off Behavior,B
410,24.10,61.80,18.88,80.70,1.800,62.000,No Turning-off Behavior,B
407,24.10,62.00,18.77,81.80,2.970,63.000,No Turning-off Behavior,B
407,24.20,62.10,19.03,81.80,2.040,98.000,No Turning-off Behavior,B
410,24.10,62.00,18.71,81.30,3.210,99.000,No Turning-off Behavior,B
408,24.10,62.00,18.39,85.10,2.270,20.000,No Turning-off Behavior,B
413,23.90,62.80,18.12,87.40,2.040,45.000,No Turning-off Behavior,B
424,23.70,62.80,17.58,89.10,2.510,43.000,No Turning-off Behavior,B
420,23.20,63.60,17.28,90.70,2.040,34.000,No Turning-off Behavior,B
424,22.90,64.30,17.07,90.50,2.040,41.000,No Turning-off Behavior,B
439,22.60,63.90,17.26,89.10,2.040,54.000,No Turning-off Behavior,B
421,22.60,63.70,17.07,89.10,2.270,78.000,No Turning-off Behavior,B
436,22.50,64.10,17.19,88.50,2.040,57.000,No Turning-off Behavior,B
449,22.50,64.00,16.69,89.70,2.510,57.000,No Turning-off Behavior,B
458,22.60,63.40,17.22,87.80,2.040,94.000,No Turning-off Behavior,B
463,22.80,62.20,17.64,85.10,2.270,144.000,No Turning-off Behavior,B
452,22.80,62.10,17.65,84.40,2.970,117.000,No Turning-off Behavior,B
475,22.90,62.00,17.82,83.50,4.610,176.000,No Turning-off Behavior,B
445,22.60,62.60,17.84,82.10,3.210,134.000,No Turning-off Behavior,B
431,22.60,62.50,17.78,82.70,3.440,108.000,No Turning-off Behavior,B
433,22.60,62.50,17.71,83.00,2.970,78.000,No Turning-off Behavior,B
447,22.70,62.50,17.60,83.80,2.740,82.000,No Turning-off Behavior,B
460,22.70,62.40,18.02,82.20,2.510,108.000,No Turning-off Behavior,B
440,22.70,62.50,18.54,80.30,2.040,126.000,No Turning-off Behavior,B
433,22.80,62.10,18.62,80.30,2.510,86.000,No Turning-off Behavior,B
439,22.70,62.70,18.63,80.80,2.510,89.000,No Turning-off Behavior,B
414,23.00,62.20,18.62,80.80,2.510,101.000,No Turning-off Behavior,B
418,23.60,60.60,18.92,77.80,3.440,156.000,No Turning-off Behavior,B
421,23.80,60.40,19.31,77.00,4.380,179.000,No Turning-off Behavior,B
421,24.10,59.80,19.05,77.80,3.910,129.000,No Turning-off Behavior,B
440,24.10,59.80,19.36,77.80,6.010,176.000,No Turning-off Behavior,B
446,24.00,60.30,19.52,76.70,2.970,119.000,No Turning-off Behavior,B
468,24.20,59.70,19.32,77.10,3.440,106.000,No Turning-off Behavior,B
464,23.70,61.20,19.61,77.20,2.510,79.000,No Turning-off Behavior,B
451,23.70,61.30,19.34,78.40,2.270,68.000,No Turning-off Behavior,B
489,24.30,60.20,19.14,78.40,2.740,63.000,No Turning-off Behavior,B
491,24.20,59.90,19.19,78.40,2.270,68.000,No Turning-off Behavior,B
519,24.40,60.10,19.11,79.20,2.510,44.000,No Turning-off Behavior,B
509,24.50,59.70,18.74,80.40,2.040,33.000,No Turning-off Behavior,B
521,24.60,59.60,18.42,82.60,2.270,44.000,No Turning-off Behavior,B
549,24.70,59.40,18.61,82.30,1.800,34.000,No Turning-off Behavior,B
538,24.70,59.40,18.25,83.80,2.270,26.000,No Turning-off Behavior,B
533,24.70,59.40,18.06,84.70,2.040,34.000,No Turning-off Behavior,B
526,23.60,60.70,17.76,85.70,2.270,29.000,No Turning-off Behavior,B
417,21.70,67.40,17.39,88.90,1.800,69.000,No Turning-off Behavior,B
411,21.20,69.20,17.57,89.50,1.800,35.000,No Turning-off Behavior,B
462,22.90,62.60,17.36,87.20,1.340,25.000,No Turning-off Behavior,B
433,22.40,64.30,17.42,87.80,1.570,22.000,No Turning-off Behavior,B
430,21.70,63.00,18.79,76.00,2.970,131.000,No Turning-off Behavior,B
422,21.50,63.50,19.17,73.90,3.680,158.000,No Turning-off Behavior,B
422,22.00,61.00,19.34,71.90,4.380,192.000,No Turning-off Behavior,B
421,21.70,63.80,19.10,73.80,3.910,154.000,No Turning-off Behavior,B
419,21.50,62.30,19.08,72.30,3.210,149.000,No Turning-off Behavior,B
424,21.80,62.70,19.20,72.00,2.510,153.000,No Turning-off Behavior,B
421,21.90,62.00,19.62,71.90,2.970,160.000,No Turning-off Behavior,B
414,21.70,62.20,19.76,69.00,3.440,165.000,No Turning-off Behavior,B
417,22.00,61.50,19.78,66.60,3.910,161.000,No Turning-off Behavior,B
424,22.10,60.40,20.27,66.60,3.910,155.000,No Turning-off Behavior,B
416,22.30,60.40,20.22,66.80,6.010,164.000,No Turning-off Behavior,B
413,22.30,60.40,20.28,65.50,4.380,182.000,No Turning-off Behavior,B
408,22.30,60.70,20.64,66.80,5.080,185.000,No Turning-off Behavior,B
406,22.30,60.90,20.22,66.20,5.080,198.000,No Turning-off Behavior,B
408,22.40,59.80,20.36,66.30,24.020,220.000,No Turning-off Behavior,B
426,22.60,59.50,20.65,66.50,6.250,214.000,No Turning-off Behavior,B
433,22.80,59.00,20.73,64.30,8.590,208.000,No Turning-off Behavior,B
458,23.20,58.60,21.25,64.30,702.570,382.000,No Turning-off Behavior,B
454,23.40,58.50,21.54,65.80,499.140,298.000,No Turning-off Behavior,B
463,23.60,57.50,22.10,62.60,712.390,381.000,No Turning-off Behavior,B
496,24.00,56.60,22.34,60.40,83.410,337.000,No Turning-off Behavior,B
489,24.10,55.80,22.48,54.30,8.120,244.000,No Turning-off Behavior,B
495,24.20,52.70,23.09,52.90,288.470,294.000,No Turning-off Behavior,B
472,24.40,51.30,23.27,49.20,263.220,296.000,No Turning-off Behavior,B
434,24.60,52.20,22.98,51.80,718.000,282.000,No Turning-off Behavior,B
502,24.80,51.60,23.36,48.70,244.280,274.000,No Turning-off Behavior,B
491,25.00,50.90,22.85,47.90,732.030,266.000,No Turning-off Behavior,B
514,25.00,51.10,23.40,47.20,665.390,259.000,No Turning-off Behavior,B
492,25.10,51.20,23.43,48.30,682.930,236.000,No Turning-off Behavior,B
535,25.30,51.00,24.10,46.40,645.520,219.000,No Turning-off Behavior,B
538,25.40,50.70,24.31,43.90,246.150,209.000,No Turning-off Behavior,B
517,25.40,50.20,24.60,47.30,578.170,196.000,No Turning-off Behavior,B
486,25.40,48.90,23.82,42.80,664.220,174.000,No Turning-off Behavior,B
519,25.40,48.30,23.84,41.60,602.490,154.000,No Turning-off Behavior,B
505,25.40,49.20,24.12,48.30,520.190,140.000,No Turning-off Behavior,B
490,25.40,48.70,23.65,44.90,141.860,134.000,No Turning-off Behavior,B
487,25.30,48.80,23.62,46.40,421.980,130.000,No Turning-off Behavior,B
463,25.20,48.40,23.75,46.40,43.190,129.000,No Turning-off Behavior,B
446,25.20,49.40,23.65,47.70,502.180,122.000,No Turning-off Behavior,B
453,25.20,48.50,23.43,44.50,226.970,107.000,No Turning-off Behavior,B
457,25.30,47.00,23.30,36.40,185.120,100.000,No Turning-off Behavior,B
444,25.10,39.50,23.57,29.80,434.610,92.000,No Turning-off Behavior,B
437,22.70,48.80,17.17,57.90,620.260,175.000,No Turning-off Behavior,B
442,22.90,47.60,17.74,56.10,17.470,192.000,No Turning-off Behavior,B
438,22.80,46.90,17.99,55.40,558.530,205.000,No Turning-off Behavior,B
442,22.70,47.70,18.24,54.70,23.080,225.000,No Turning-off Behavior,B
461,23.00,47.30,18.53,52.30,652.530,245.000,No Turning-off Behavior,B
448,22.70,46.80,19.01,52.30,578.640,264.000,No Turning-off Behavior,B
449,22.60,47.30,18.88,50.10,692.980,273.000,No Turning-off Behavior,B
480,22.60,47.00,19.04,51.00,750.270,297.000,No Turning-off Behavior,B
470,22.70,46.80,19.12,50.50,16.070,309.000,No Turning-off Behavior,B
466,22.50,47.50,19.63,48.80,678.720,305.000,No Turning-off Behavior,B
453,22.80,46.40,19.46,49.30,668.660,318.000,No Turning-off Behavior,B
444,23.00,46.10,19.57,47.20,689.010,336.000,No Turning-off Behavior,B
452,23.00,46.50,20.10,47.30,683.860,336.000,No Turning-off Behavior,B
455,22.80,46.10,20.05,48.10,17.700,333.000,No Turning-off Behavior,B
448,23.20,46.10,20.32,47.80,620.030,347.000,No Turning-off Behavior,B
463,23.10,45.90,21.01,46.10,618.860,338.000,No Turning-off Behavior,B
465,23.30,46.00,20.32,46.50,377.560,313.000,No Turning-off Behavior,B
462,23.30,45.60,20.31,47.60,373.580,276.000,No Turning-off Behavior,B
431,23.10,46.00,20.64,46.30,19.110,259.000,No Turning-off Behavior,B
417,23.10,46.10,20.38,47.40,562.740,325.000,No Turning-off Behavior,B
423,23.70,45.30,20.90,44.00,737.640,379.000,No Turning-off Behavior,B
460,23.80,45.40,20.42,44.90,16.770,320.000,No Turning-off Behavior,B
473,24.10,45.40,21.24,43.10,430.170,277.000,No Turning-off Behavior,B
455,23.70,44.80,21.75,43.30,694.380,369.000,No Turning-off Behavior,B
568,24.60,42.90,22.46,39.80,266.260,135.000,No Turning-off Behavior,B
628,24.70,41.40,21.90,37.90,82.010,122.000,No Turning-off Behavior,B
562,24.70,42.70,21.94,41.20,175.070,152.000,No Turning-off Behavior,B
599,24.80,42.70,21.96,39.50,694.620,159.000,No Turning-off Behavior,B
535,24.30,42.80,22.32,40.20,616.050,139.000,No Turning-off Behavior,B
504,24.40,42.60,21.97,41.10,619.330,135.000,No Turning-off Behavior,B
493,24.00,43.20,21.55,42.20,266.020,114.000,No Turning-off Behavior,B
467,23.80,43.20,21.42,42.60,357.450,133.000,No Turning-off Behavior,B
485,24.00,43.20,21.81,40.90,545.910,124.000,No Turning-off Behavior,B
478,24.00,43.30,21.44,40.90,361.420,108.000,No Turning-off Behavior,B
464,23.70,43.90,20.64,43.60,213.880,88.000,No Turning-off Behavior,B
406,23.30,50.60,19.32,64.80,751.670,109.000,No Turning-off Behavior,B
407,23.20,51.10,19.44,64.10,14.430,104.000,No Turning-off Behavior,B
420,22.80,53.10,19.43,62.10,768.740,107.000,No Turning-off Behavior,B
424,22.50,53.40,20.00,59.20,453.780,121.000,No Turning-off Behavior,B
447,22.90,52.70,20.26,58.40,823.920,130.000,No Turning-off Behavior,B
450,22.60,53.10,20.33,58.10,827.900,140.000,No Turning-off Behavior,B
448,23.10,52.30,21.22,55.60,14.660,159.000,No Turning-off Behavior,B
470,22.90,52.40,20.52,55.80,835.850,180.000,No Turning-off Behavior,B
467,22.40,52.70,21.01,54.30,244.280,196.000,No Turning-off Behavior,B
459,22.90,51.60,21.53,51.50,869.280,213.000,No Turning-off Behavior,B
448,23.10,51.20,21.78,51.60,862.270,229.000,No Turning-off Behavior,B
447,23.20,50.80,21.95,50.10,15.830,241.000,No Turning-off Behavior,B
452,23.40,50.80,22.32,48.60,846.840,256.000,No Turning-off Behavior,B
447,25.00,64.10,24.59,73.90,64.940,139.000,No Turning-off Behavior,B
468,25.20,66.30,25.16,72.50,479.740,143.000,No Turning-off Behavior,B
480,25.50,67.40,25.88,70.20,375.920,141.000,No Turning-off Behavior,B
486,25.70,66.90,25.95,70.10,15.600,114.000,No Turning-off Behavior,B
496,25.90,66.10,26.74,67.80,486.050,163.000,No Turning-off Behavior,B
491,26.00,66.60,27.11,66.50,18.410,184.000,No Turning-off Behavior,B
498,26.20,66.70,27.26,66.10,437.650,199.000,No Turning-off Behavior,B
476,26.30,66.30,27.48,64.90,392.050,217.000,No Turning-off Behavior,B
496,26.50,66.60,27.46,65.50,16.300,236.000,No Turning-off Behavior,B
470,26.70,66.70,28.29,63.60,500.550,234.000,No Turning-off Behavior,B
475,26.40,66.90,28.24,63.20,16.070,258.000,No Turning-off Behavior,B
465,27.10,65.60,28.65,62.30,539.130,264.000,No Turning-off Behavior,B
456,27.30,65.00,28.67,62.20,553.390,268.000,No Turning-off Behavior,B
468,27.10,65.10,29.39,59.60,426.890,282.000,No Turning-off Behavior,B
459,27.50,64.40,29.30,60.00,456.120,268.000,No Turning-off Behavior,B
470,27.60,64.50,30.54,56.80,17.000,273.000,No Turning-off Behavior,B
482,27.70,63.90,29.75,58.50,491.190,280.000,No Turning-off Behavior,B
475,27.30,65.30,29.75,59.50,471.320,275.000,No Turning-off Behavior,B
474,27.50,65.40,30.37,56.40,14.900,303.000,No Turning-off Behavior,B
449,28.40,63.30,30.49,56.50,528.840,310.000,No Turning-off Behavior,B
462,28.50,63.20,30.91,55.00,44.360,317.000,No Turning-off Behavior,B
442,28.70,61.80,30.97,55.60,517.620,301.000,No Turning-off Behavior,B
448,28.80,61.60,31.12,54.70,582.850,309.000,No Turning-off Behavior,B
446,28.80,62.00,31.94,52.40,64.470,315.000,No Turning-off Behavior,B
464,28.00,64.20,31.99,52.50,509.900,286.000,No Turning-off Behavior,B
450,29.10,61.70,31.44,53.90,493.300,287.000,No Turning-off Behavior,B
458,28.60,62.80,31.94,51.70,35.480,302.000,No Turning-off Behavior,B
440,29.10,61.40,32.18,52.20,533.280,296.000,No Turning-off Behavior,B
431,29.50,60.00,32.15,51.30,567.890,302.000,No Turning-off Behavior,B
427,29.90,59.50,32.29,51.90,608.570,302.000,No Turning-off Behavior,B
439,29.50,59.40,32.57,50.70,576.770,292.000,No Turning-off Behavior,B
458,28.80,60.80,32.42,50.70,255.030,281.000,No Turning-off Behavior,B
436,30.00,57.00,33.34,47.20,402.810,239.000,No Turning-off Behavior,B
438,29.60,59.00,33.39,47.00,566.480,276.000,No Turning-off Behavior,B
474,28.90,60.70,32.66,50.10,522.290,259.000,No Turning-off Behavior,B
470,28.50,62.10,33.06,49.60,317.930,211.000,No Turning-off Behavior,B
475,28.40,61.40,32.26,51.70,101.880,191.000,No Turning-off Behavior,B
475,28.30,61.90,33.00,49.50,425.720,241.000,No Turning-off Behavior,B
438,25.00,70.50,27.89,71.00,14.200,124.000,No Turning-off Behavior,B
446,25.00,70.30,28.28,70.10,531.180,131.000,No Turning-off Behavior,B
467,25.20,70.20,28.63,68.60,244.980,136.000,No Turning-off Behavior,B
461,25.30,70.10,28.87,67.60,15.830,145.000,No Turning-off Behavior,B
463,25.40,69.60,29.23,67.00,544.500,152.000,No Turning-off Behavior,B
469,25.60,70.00,29.90,64.60,18.170,165.000,No Turning-off Behavior,B
469,25.80,70.40,29.82,64.20,535.620,183.000,No Turning-off Behavior,B
461,25.90,70.10,30.29,62.60,431.100,210.000,No Turning-off Behavior,B
464,26.00,72.00,30.46,61.90,15.600,273.000,No Turning-off Behavior,B
475,26.00,72.70,31.00,59.70,207.800,252.000,No Turning-off Behavior,B
464,26.10,70.40,30.67,61.80,20.980,244.000,No Turning-off Behavior,B
453,26.40,70.90,31.26,59.50,182.320,290.000,No Turning-off Behavior,B
476,26.30,71.10,31.33,59.40,4.840,209.000,No Turning-off Behavior,B
463,26.50,68.50,31.44,59.40,7.650,191.000,No Turning-off Behavior,B
472,26.80,69.40,31.84,58.00,181.150,288.000,No Turning-off Behavior,B
459,26.70,70.60,31.92,58.20,25.890,297.000,No Turning-off Behavior,B
454,26.50,68.60,30.77,60.70,159.170,209.000,No Turning-off Behavior,B
463,26.80,70.30,31.87,57.80,600.620,293.000,No Turning-off Behavior,B
461,26.50,68.60,31.74,58.00,14.900,300.000,No Turning-off Behavior,B
462,26.50,69.40,32.28,55.70,573.970,302.000,No Turning-off Behavior,B
461,26.70,69.00,32.53,55.60,27.060,309.000,No Turning-off Behavior,B
456,26.70,69.60,32.59,55.70,580.050,305.000,No Turning-off Behavior,B
442,26.80,68.50,32.69,55.40,630.780,312.000,No Turning-off Behavior,B
437,26.80,69.20,32.84,55.10,33.600,308.000,No Turning-off Behavior,B
430,27.10,69.20,33.47,53.00,631.250,309.000,No Turning-off Behavior,B
419,27.30,68.10,33.41,53.50,562.270,298.000,No Turning-off Behavior,B
432,27.20,67.90,33.62,53.20,24.020,293.000,No Turning-off Behavior,B
423,27.60,69.50,33.93,51.70,560.170,301.000,No Turning-off Behavior,B
416,27.80,67.20,34.94,50.50,522.520,291.000,No Turning-off Behavior,B
419,28.50,66.70,34.37,51.00,468.980,289.000,No Turning-off Behavior,B
432,27.40,67.30,34.28,51.20,6.720,176.000,No Turning-off Behavior,B
444,28.00,69.00,34.69,50.30,148.410,298.000,No Turning-off Behavior,B
466,28.60,66.00,34.87,50.00,481.370,298.000,No Turning-off Behavior,B
441,28.30,64.20,34.78,50.10,210.840,184.000,No Turning-off Behavior,B
461,27.80,65.70,35.22,49.70,474.590,265.000,No Turning-off Behavior,B
450,28.30,65.40,34.77,49.40,459.860,255.000,No Turning-off Behavior,B
436,28.40,65.20,35.26,47.50,153.790,232.000,No Turning-off Behavior,B
439,28.60,63.80,35.11,48.70,478.330,214.000,No Turning-off Behavior,B
475,27.90,64.90,34.77,50.00,408.890,194.000,No Turning-off Behavior,B
478,27.60,66.80,35.62,45.40,559.240,191.000,No Turning-off Behavior,B
434,28.50,62.40,35.28,46.00,397.200,182.000,No Turning-off Behavior,B
438,28.10,65.20,35.07,48.00,143.500,187.000,No Turning-off Behavior,B
450,27.80,64.80,35.72,47.20,397.200,156.000,No Turning-off Behavior,B
443,27.80,65.90,35.58,47.00,349.030,163.000,No Turning-off Behavior,B
435,28.50,65.00,35.89,46.80,402.570,162.000,No Turning-off Behavior,B
433,28.10,64.70,35.86,47.10,278.650,142.000,No Turning-off Behavior,B
445,27.80,64.50,34.55,50.40,149.350,125.000,No Turning-off Behavior,B
473,27.00,66.50,34.20,51.50,303.200,117.000,No Turning-off Behavior,B
463,27.00,67.40,34.35,51.20,258.540,104.000,No Turning-off Behavior,B
458,26.90,66.60,34.01,52.60,354.640,99.000,No Turning-off Behavior,B
473,26.50,67.40,34.02,52.00,322.370,95.000,No Turning-off Behavior,B
467,26.20,66.40,34.07,51.80,178.810,81.000,No Turning-off Behavior,B
422,26.10,68.90,30.91,62.50,16.540,104.000,No Turning-off Behavior,B
456,26.70,70.60,31.00,61.00,637.330,117.000,No Turning-off Behavior,B
451,27.10,70.10,31.95,57.80,33.840,118.000,No Turning-off Behavior,B
440,27.30,69.70,32.20,57.40,603.660,125.000,No Turning-off Behavior,B
454,27.50,69.60,32.56,56.70,349.030,146.000,No Turning-off Behavior,B
455,27.70,69.20,32.60,55.60,426.190,176.000,No Turning-off Behavior,B
446,28.10,68.90,33.24,53.10,218.090,174.000,No Turning-off Behavior,B
446,28.40,67.50,32.42,54.90,16.070,167.000,No Turning-off Behavior,B
433,28.60,66.70,32.59,54.60,174.830,184.000,No Turning-off Behavior,B
440,28.60,67.00,33.13,53.30,31.730,152.000,No Turning-off Behavior,B
444,28.50,66.90,32.89,54.50,175.770,165.000,No Turning-off Behavior,B
433,28.10,67.50,33.19,53.20,429.000,212.000,No Turning-off Behavior,B
445,24.40,65.70,19.04,97.50,1.800,62.000,No Turning-off Behavior,B
438,24.20,66.30,19.15,95.70,1.800,43.000,No Turning-off Behavior,B
428,24.40,65.50,19.34,94.40,2.040,37.000,No Turning-off Behavior,B
443,24.50,65.60,19.40,93.80,2.270,46.000,No Turning-off Behavior,B
439,24.50,65.80,19.57,93.20,2.040,34.000,No Turning-off Behavior,B
439,24.50,65.80,19.58,93.40,2.040,38.000,No Turning-off Behavior,B
456,24.40,66.00,19.52,93.20,2.040,50.000,No Turning-off Behavior,B
456,24.50,65.80,19.58,93.30,2.040,50.000,No Turning-off Behavior,B
475,24.60,65.70,19.66,93.10,1.800,46.000,No Turning-off Behavior,B
459,24.60,66.00,19.69,93.40,1.800,47.000,No Turning-off Behavior,B
458,24.40,66.80,19.67,93.80,2.510,65.000,No Turning-off Behavior,B
445,24.40,66.70,19.68,94.50,2.040,64.000,No Turning-off Behavior,B
449,24.50,66.70,19.78,94.70,1.570,59.000,No Turning-off Behavior,B
461,24.50,67.10,19.81,95.10,1.570,72.000,No Turning-off Behavior,B
464,24.50,67.30,19.99,93.70,2.510,110.000,No Turning-off Behavior,B
446,24.50,67.30,20.45,92.60,1.800,89.000,No Turning-off Behavior,B
498,24.80,66.30,20.82,88.90,2.270,59.000,No Turning-off Behavior,B
481,25.00,66.20,20.88,89.40,1.570,63.000,No Turning-off Behavior,B
487,25.10,65.90,21.06,88.20,1.570,43.000,No Turning-off Behavior,B
518,25.20,65.60,20.73,89.90,2.510,55.000,No Turning-off Behavior,B
528,25.10,66.10,20.77,89.40,1.570,45.000,No Turning-off Behavior,B
543,25.40,65.50,20.93,88.40,2.040,57.000,No Turning-off Behavior,B
543,25.30,65.50,21.18,87.40,1.800,49.000,No Turning-off Behavior,B
546,25.40,65.60,21.18,87.60,1.800,34.000,No Turning-off Behavior,B
582,25.50,65.20,20.83,90.10,2.270,25.000,No Turning-off Behavior,B
575,25.60,65.20,20.63,89.90,2.270,36.000,No Turning-off Behavior,B
563,25.60,65.10,20.85,88.60,1.570,37.000,No Turning-off Behavior,B
599,25.70,65.20,20.76,89.10,1.800,27.000,No Turning-off Behavior,B
636,25.70,64.90,20.75,89.20,1.570,27.000,No Turning-off Behavior,B
624,25.80,64.70,20.63,89.30,1.340,29.000,No Turning-off Behavior,B
620,25.80,64.70,20.61,89.60,1.340,21.000,No Turning-off Behavior,B
652,25.70,64.90,20.54,90.30,1.100,18.000,No Turning-off Behavior,B
577,25.70,64.90,20.42,90.60,1.100,21.000,No Turning-off Behavior,B
549,25.50,65.30,20.31,90.90,1.570,19.000,No Turning-off Behavior,B
535,25.60,65.00,20.36,90.70,1.100,16.000,No Turning-off Behavior,B
495,25.50,64.90,20.29,90.30,1.340,14.000,No Turning-off Behavior,B
482,25.50,64.90,20.32,90.50,1.100,19.000,No Turning-off Behavior,B
467,25.40,64.90,20.24,90.00,1.340,14.000,No Turning-off Behavior,B
471,25.50,64.70,20.22,90.10,1.570,15.000,No Turning-off Behavior,B
469,25.50,64.40,20.32,90.00,1.100,12.000,No Turning-off Behavior,B
430,24.50,70.90,21.03,97.10,2.970,53.000,No Turning-off Behavior,B
433,24.50,70.90,21.15,96.70,2.970,45.000,No Turning-off Behavior,B
433,24.60,70.80,21.24,96.30,2.740,38.000,No Turning-off Behavior,B
453,24.60,71.10,21.38,96.00,2.740,52.000,No Turning-off Behavior,B
474,24.70,71.40,21.66,95.50,2.740,51.000,No Turning-off Behavior,B
474,24.70,71.50,21.70,94.40,2.510,50.000,No Turning-off Behavior,B
506,25.30,71.50,23.75,85.40,2.970,138.000,No Turning-off Behavior,B
486,25.30,71.90,23.87,84.70,3.210,134.000,No Turning-off Behavior,B
504,25.30,71.80,23.93,84.00,2.740,170.000,No Turning-off Behavior,B
473,25.40,71.80,24.31,82.10,2.970,135.000,No Turning-off Behavior,B
460,25.50,71.40,24.32,81.60,2.740,106.000,No Turning-off Behavior,B
466,25.40,71.30,24.48,80.70,3.440,142.000,No Turning-off Behavior,B
468,25.50,71.50,24.86,81.20,3.210,123.000,No Turning-off Behavior,B
476,25.70,71.20,25.15,79.60,2.970,163.000,No Turning-off Behavior,B
475,25.50,71.00,25.18,79.80,4.140,183.000,No Turning-off Behavior,B
459,25.60,71.50,25.13,78.50,2.970,113.000,No Turning-off Behavior,B
466,25.70,71.60,25.41,79.10,2.510,87.000,No Turning-off Behavior,B
455,25.70,71.90,25.38,79.10,2.970,100.000,No Turning-off Behavior,B
440,25.80,72.00,25.09,79.90,2.970,72.000,No Turning-off Behavior,B
428,25.80,72.10,25.04,81.10,2.510,36.000,No Turning-off Behavior,B
431,25.80,72.10,25.00,81.30,1.800,39.000,No Turning-off Behavior,B
476,25.80,72.20,24.98,81.70,2.040,30.000,No Turning-off Behavior,B
498,25.90,72.20,24.91,82.10,2.040,46.000,No Turning-off Behavior,B
517,25.90,72.70,24.97,82.60,1.800,48.000,No Turning-off Behavior,B
486,25.80,73.10,24.95,82.10,2.040,57.000,No Turning-off Behavior,B
508,25.90,73.50,24.99,82.20,1.800,38.000,No Turning-off Behavior,B
493,25.90,72.90,24.91,82.40,1.570,33.000,No Turning-off Behavior,B
481,25.80,73.10,24.64,83.60,1.570,17.000,No Turning-off Behavior,B
452,25.80,73.80,24.33,85.90,1.570,36.000,No Turning-off Behavior,B
455,25.70,73.50,24.36,84.00,0.870,35.000,No Turning-off Behavior,B
462,25.60,73.20,24.46,82.80,1.340,23.000,No Turning-off Behavior,B
462,25.50,73.40,24.38,82.90,1.100,9.000,No Turning-off Behavior,B
456,25.50,73.70,24.15,84.70,2.040,9.000,No Turning-off Behavior,B
464,25.40,74.80,23.57,88.50,2.040,6.000,No Turning-off Behavior,B
481,25.30,75.40,22.57,92.20,2.740,9.000,No Turning-off Behavior,B
509,25.20,75.60,22.23,94.60,2.740,13.000,No Turning-off Behavior,B
504,24.90,76.40,22.00,96.00,2.740,15.000,No Turning-off Behavior,B
500,25.00,76.10,21.65,97.90,2.740,30.000,No Turning-off Behavior,B
495,24.90,76.40,21.66,98.30,2.740,7.000,No Turning-off Behavior,B
502,24.80,75.30,20.89,97.80,2.970,11.000,No Turning-off Behavior,B
505,24.50,74.10,20.52,96.80,3.210,27.000,No Turning-off Behavior,B
523,24.60,73.80,20.67,95.90,2.970,69.000,No Turning-off Behavior,B
505,24.50,73.80,20.75,94.80,2.970,54.000,No Turning-off Behavior,B
494,24.40,73.90,20.90,94.00,2.970,67.000,No Turning-off Behavior,B
433,24.30,45.00,23.34,35.10,1.570,100.000,No Turning-off Behavior,B
458,24.30,44.90,23.57,30.20,2.270,103.000,No Turning-off Behavior,B
464,24.40,43.30,24.34,29.30,1.340,108.000,No Turning-off Behavior,B
462,24.50,43.90,24.04,27.10,1.800,120.000,No Turning-off Behavior,B
473,24.50,42.00,24.21,25.30,2.040,116.000,No Turning-off Behavior,B
481,24.60,39.20,24.41,25.30,1.800,129.000,No Turning-off Behavior,B
467,24.60,40.10,25.04,24.20,1.800,150.000,No Turning-off Behavior,B
464,24.70,39.30,25.35,23.80,1.570,166.000,No Turning-off Behavior,B
484,25.60,29.20,26.74,13.60,1.340,316.000,No Turning-off Behavior,B
450,25.50,28.60,27.30,13.80,1.570,287.000,No Turning-off Behavior,B
448,25.50,26.90,26.57,12.70,2.970,282.000,No Turning-off Behavior,B
439,25.60,28.80,27.50,13.80,2.740,280.000,No Turning-off Behavior,B
424,25.60,30.70,27.31,13.20,4.380,276.000,No Turning-off Behavior,B
426,25.60,27.70,27.45,11.50,3.680,266.000,No Turning-off Behavior,B
450,25.70,26.60,28.18,11.20,3.910,265.000,No Turning-off Behavior,B
512,25.90,30.50,26.91,12.10,2.970,97.000,No Turning-off Behavior,B
534,25.90,31.40,26.40,11.90,2.970,71.000,No Turning-off Behavior,B
