Temperature_Indoor [C],Relative_Humidity_Indoor [%],Indoor_Illumination [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Shading_Status_last,Class,Room_ID
26.20,69.00,499,33.55,52.80,17.940,151.000,0,Rolling Up,C
26.90,71.10,1027,33.30,52.40,436.480,465.000,0,Rolling Up,C
28.20,68.60,1096,34.26,50.70,784.410,497.000,0,Rolling Up,C
28.80,67.90,1038,32.96,52.40,754.010,479.000,0,Rolling Up,C
28.80,67.00,538,33.25,52.50,12.090,157.000,0,Rolling Up,C
28.80,65.90,1077,34.76,47.80,768.970,496.000,0,Rolling Up,C
26.60,68.30,1065,34.22,49.80,754.010,471.000,0.8,Rolling Up,C
26.40,67.20,1162,34.83,48.60,752.610,491.000,0.8,Rolling Up,C
26.30,66.50,1149,34.93,49.20,655.570,459.000,0.8,Rolling Up,C
26.30,68.10,658,34.65,49.30,4.840,173.000,0.8,Rolling Up,C
26.40,67.60,1332,35.05,49.60,26.590,441.000,0.8,Rolling Up,C
26.40,67.00,731,34.49,49.70,124.330,225.000,0.8,Rolling Up,C
26.30,66.80,1418,35.42,46.50,53.250,427.000,0.8,Rolling Up,C
26.30,66.80,1366,35.37,46.20,659.780,412.000,0.8,Rolling Up,C
26.40,67.90,1351,36.03,45.60,606.000,368.000,0.8,Rolling Up,C
26.10,65.00,1262,35.62,44.60,649.960,370.000,0.8,Rolling Up,C
26.10,67.20,532,34.59,47.00,5.080,122.000,0.8,Rolling Up,C
26.30,70.00,541,34.63,47.70,12.090,135.000,0.8,Rolling Up,C
26.30,68.40,552,34.43,47.50,15.370,140.000,0.8,Rolling Up,C
26.30,71.10,693,35.03,47.60,16.300,221.000,0.8,Rolling Up,C
26.20,67.60,651,34.88,48.60,21.210,133.000,0.8,Rolling Up,C
26.30,70.50,624,34.41,49.50,192.140,176.000,0.8,Rolling Up,C
26.10,70.80,571,35.21,47.20,119.880,206.000,0.8,Rolling Up,C
26.30,69.50,647,35.72,45.70,417.310,215.000,0.8,Rolling Up,C
26.20,70.80,624,35.96,45.70,13.260,212.000,0.8,Rolling Up,C
26.20,69.00,582,35.28,46.60,8.120,124.000,0.8,Rolling Up,C
26.30,70.50,641,35.11,49.50,13.730,208.000,0.8,Rolling Up,C
26.20,71.30,599,34.84,48.40,414.030,168.000,0.8,Rolling Up,C
26.10,69.30,523,34.58,50.20,329.150,129.000,0.8,Rolling Up,C
26.20,72.40,467,34.40,50.50,119.420,106.000,0.8,Rolling Up,C
26.30,71.10,421,34.54,50.30,306.710,87.000,0.8,Rolling Up,C
26.10,69.40,222,34.35,51.40,7.180,36.000,0.8,Rolling Up,C
25.20,59.70,482,25.82,49.40,4.380,0.000,1,Rolling Up,C
25.30,59.10,450,25.86,50.10,4.610,0.000,0.3,Rolling Up,C
25.40,57.70,903,26.33,48.40,4.380,0.000,0.3,Rolling Up,C
25.60,57.60,754,27.39,46.20,3.210,0.000,0.3,Rolling Up,C
25.70,57.30,718,26.43,48.20,3.210,0.000,0.3,Rolling Up,C
25.60,57.20,962,26.79,47.90,2.040,0.000,0.3,Rolling Up,C
25.30,55.30,740,26.96,49.10,2.740,1711.000,0.3,Rolling Up,C
25.20,57.10,710,26.86,48.30,2.270,0.000,0.3,Rolling Up,C
25.30,58.60,453,26.72,47.80,2.740,0.000,0.3,Rolling Up,C
25.20,54.90,402,26.71,48.10,2.740,0.000,0.3,Rolling Up,C
24.90,56.90,461,26.25,49.80,3.440,0.000,0.3,Rolling Up,C
25.10,58.10,586,27.07,47.50,1.340,351.000,0.3,Rolling Up,C
25.10,57.30,564,27.39,46.40,1.800,0.000,0.3,Rolling Up,C
25.10,56.80,400,27.29,46.20,2.270,0.000,0.3,Rolling Up,C
24.80,58.80,269,26.71,47.00,3.680,0.000,0.3,Rolling Up,C
24.90,57.60,263,26.38,47.50,3.680,87.000,0.3,Rolling Up,C
24.90,59.00,246,26.31,49.10,2.740,81.000,0.3,Rolling Up,C
24.70,60.20,297,25.97,52.40,2.970,106.000,0.3,Rolling Up,C
25.00,58.40,308,25.96,52.60,3.210,110.000,0.3,Rolling Up,C
24.80,59.60,284,25.87,52.00,2.510,101.000,0.3,Rolling Up,C
24.90,59.90,236,25.96,50.90,2.510,75.000,0.3,Rolling Up,C
24.90,60.70,184,25.69,53.30,2.270,47.000,0.3,Rolling Up,C
26.70,75.00,934,29.98,77.60,59.090,284.000,1,Rolling Up,C
26.70,73.50,910,31.06,74.40,19.110,348.000,0,Rolling Up,C
27.20,76.70,648,31.28,70.80,5.080,231.000,0,Rolling Up,C
27.10,73.50,401,31.03,70.00,4.840,144.000,0,Rolling Up,C
26.80,71.90,196,30.43,72.60,8.350,62.000,0,Rolling Up,C
26.30,67.80,136,26.91,92.20,4.140,18.000,0,Rolling Up,C
25.70,67.70,132,24.94,98.50,2.510,12.000,0,Rolling Up,C
25.50,66.50,125,24.96,99.30,1.800,11.000,0,Rolling Up,C
25.20,64.50,150,25.28,99.70,1.100,25.000,0,Rolling Up,C
25.00,63.10,275,25.47,99.60,2.040,69.000,0,Rolling Up,C
24.90,61.60,202,25.73,99.50,1.800,59.000,0,Rolling Up,C
24.60,59.30,178,25.86,99.00,2.040,44.000,0,Rolling Up,C
24.40,58.40,251,25.92,98.60,2.510,64.000,0,Rolling Up,C
24.30,59.20,154,26.25,98.40,2.270,30.000,0,Rolling Up,C
24.30,60.50,102,25.76,97.80,2.740,7.000,0,Rolling Up,C
25.90,57.00,1982,25.77,49.40,16.770,502.000,1,Rolling Up,C
26.40,57.00,1902,25.49,49.40,548.250,521.000,0.8,Rolling Up,C
25.40,56.50,2000,25.81,46.20,601.560,550.000,0.8,Rolling Up,C
25.20,55.00,2000,26.32,45.50,464.540,547.000,0.8,Rolling Up,C
25.10,55.00,1708,26.47,43.00,608.800,559.000,0.8,Rolling Up,C
25.20,54.30,1575,26.24,44.10,18.640,561.000,0.8,Rolling Up,C
25.10,53.90,1568,26.53,44.10,626.340,572.000,0.8,Rolling Up,C
25.20,52.70,1522,26.26,44.90,597.580,570.000,0.8,Rolling Up,C
25.00,52.90,1469,26.54,43.80,554.320,561.000,0.8,Rolling Up,C
25.10,52.70,1411,25.97,44.80,566.950,565.000,0.8,Rolling Up,C
25.00,52.70,1395,26.99,41.40,13.500,569.000,0.8,Rolling Up,C
24.90,54.10,1384,26.52,39.80,584.250,568.000,0.8,Rolling Up,C
25.10,52.90,1363,26.94,34.80,627.040,589.000,0.8,Rolling Up,C
24.90,51.70,1426,27.38,34.40,27.990,575.000,0.8,Rolling Up,C
24.90,50.50,1511,27.37,33.20,588.460,558.000,0.8,Rolling Up,C
25.20,51.80,1681,28.22,32.00,37.350,561.000,0.8,Rolling Up,C
25.30,50.50,1628,27.91,34.20,503.820,501.000,0.8,Rolling Up,C
25.50,50.30,1885,27.82,34.30,508.500,527.000,0.8,Rolling Up,C
25.70,50.80,835,27.72,33.70,25.420,246.000,0.8,Rolling Up,C
25.70,50.60,2000,27.56,32.90,543.800,568.000,0.8,Rolling Up,C
25.60,47.80,2000,27.93,32.70,106.090,511.000,0.8,Rolling Up,C
25.00,48.80,1044,27.75,33.00,455.180,326.000,0.8,Rolling Up,C
24.60,51.30,1046,27.87,33.20,433.210,446.000,0.8,Rolling Up,C
24.60,50.80,1562,27.67,33.00,186.290,319.000,0.8,Rolling Up,C
24.60,49.70,1444,27.37,32.70,225.100,303.000,0.8,Rolling Up,C
24.30,52.20,1182,27.54,35.60,120.590,351.000,0.8,Rolling Up,C
25.50,53.20,2000,23.69,51.80,19.340,0.000,1,Rolling Up,C
25.60,53.10,1254,24.21,49.90,685.030,0.000,0.5,Rolling Up,C
25.70,52.60,1284,23.92,48.60,9.990,0.000,0.5,Rolling Up,C
25.50,52.70,1236,23.51,50.00,27.060,0.000,0.5,Rolling Up,C
25.60,52.60,684,23.14,51.40,57.690,0.000,0.5,Rolling Up,C
25.60,52.80,1384,23.93,49.00,679.650,0.000,0.5,Rolling Up,C
25.40,53.10,1445,23.49,47.00,38.510,0.000,0.5,Rolling Up,C
25.60,51.50,768,24.14,47.00,16.070,0.000,0.5,Rolling Up,C
25.50,51.20,707,23.70,47.50,21.450,0.000,0.5,Rolling Up,C
25.70,51.30,703,24.11,47.50,15.370,0.000,0.5,Rolling Up,C
25.70,52.00,470,23.81,49.20,3.680,0.000,0.5,Rolling Up,C
25.40,52.80,840,23.62,49.10,14.900,0.000,0.5,Rolling Up,C
25.40,52.80,712,23.84,48.80,14.430,0.000,0.5,Rolling Up,C
25.40,54.70,892,23.97,47.50,319.100,0.000,0.5,Rolling Up,C
25.40,54.50,1176,24.68,46.60,30.330,0.000,0.5,Rolling Up,C
25.20,54.70,681,24.74,45.40,486.520,0.000,0.5,Rolling Up,C
25.50,53.60,1853,24.38,48.10,598.280,0.000,0.5,Rolling Up,C
25.50,54.60,923,24.76,45.30,38.280,0.000,0.5,Rolling Up,C
25.70,54.20,849,24.48,47.50,517.620,0.000,0.5,Rolling Up,C
25.20,55.00,1842,24.61,46.30,541.000,0.000,0.5,Rolling Up,C
25.80,53.90,468,24.75,45.30,4.140,0.000,0.5,Rolling Up,C
25.80,53.00,1649,25.10,45.60,485.580,0.000,0.5,Rolling Up,C
25.80,51.70,952,25.28,44.50,56.520,0.000,0.5,Rolling Up,C
25.80,52.40,1247,25.09,45.10,521.120,0.000,0.5,Rolling Up,C
25.60,52.50,1605,25.89,42.60,497.270,0.000,0.5,Rolling Up,C
23.60,40.50,187,15.77,51.30,1.570,0.000,0.5,Rolling Up,C
23.90,40.60,244,16.02,50.90,1.800,0.000,0.5,Rolling Up,C
23.90,40.10,421,16.52,50.00,11.630,0.000,0.5,Rolling Up,C
23.90,40.80,641,16.94,48.30,305.770,0.000,0.5,Rolling Up,C
23.80,40.30,517,17.01,47.80,13.030,0.000,0.5,Rolling Up,C
24.00,40.50,862,17.38,46.70,500.080,0.000,0.5,Rolling Up,C
24.00,40.60,1086,18.04,42.50,361.420,0.000,0.5,Rolling Up,C
24.20,40.20,1062,18.83,39.60,591.030,0.000,0.5,Rolling Up,C
24.30,39.50,1201,18.80,39.60,635.930,0.000,0.5,Rolling Up,C
24.20,39.00,1320,18.82,39.50,17.470,0.000,0.5,Rolling Up,C
24.30,39.00,1336,18.68,42.50,635.690,0.000,0.5,Rolling Up,C
24.50,39.20,1562,19.45,39.80,17.940,0.000,0.5,Rolling Up,C
24.70,39.00,1653,19.80,37.40,713.560,0.000,0.5,Rolling Up,C
24.70,37.70,1639,19.67,36.00,55.580,0.000,0.5,Rolling Up,C
24.60,38.30,1628,20.17,35.70,764.300,0.000,0.5,Rolling Up,C
24.90,37.10,1630,19.99,36.70,748.400,0.000,0.5,Rolling Up,C
25.00,37.50,1622,21.03,34.70,762.430,0.000,0.5,Rolling Up,C
24.90,37.30,1588,20.37,35.00,772.010,0.000,0.5,Rolling Up,C
25.10,36.90,1534,21.25,32.40,20.280,0.000,0.5,Rolling Up,C
25.10,36.80,1312,20.70,34.40,718.000,0.000,0.5,Rolling Up,C
25.40,36.70,1389,20.56,33.40,713.790,0.000,0.5,Rolling Up,C
25.90,36.10,1472,21.79,31.50,755.640,0.000,0.5,Rolling Up,C
26.20,35.90,1354,21.16,33.50,641.310,0.000,0.5,Rolling Up,C
26.20,35.90,1283,20.67,33.70,15.370,0.000,0.5,Rolling Up,C
26.40,36.00,1388,21.67,31.80,710.050,0.000,0.5,Rolling Up,C
24.70,38.10,117,19.11,42.20,1.800,0.000,1,Rolling Up,C
25.10,37.90,104,18.90,41.90,1.800,0.000,0.5,Rolling Up,C
25.00,38.10,97,18.75,43.00,1.570,0.000,0.5,Rolling Up,C
23.60,54.50,154,14.51,92.00,1.570,0.000,0.5,Rolling Up,C
23.60,54.50,198,14.73,91.80,1.340,0.000,0.5,Rolling Up,C
23.60,54.70,213,14.95,91.60,1.340,0.000,0.5,Rolling Up,C
23.50,55.00,138,14.98,91.00,1.570,0.000,0.5,Rolling Up,C
23.60,55.40,124,15.00,90.60,1.340,0.000,0.5,Rolling Up,C
23.50,55.50,176,15.02,89.90,1.100,0.000,0.5,Rolling Up,C
23.50,55.60,169,15.13,89.10,1.340,0.000,0.5,Rolling Up,C
23.50,55.70,231,15.42,88.30,1.340,0.000,0.5,Rolling Up,C
23.50,55.70,284,15.56,87.10,1.340,0.000,0.5,Rolling Up,C
23.40,56.40,276,15.63,85.60,2.040,0.000,0.5,Rolling Up,C
23.50,56.10,280,15.88,84.40,1.800,0.000,0.5,Rolling Up,C
23.50,55.80,271,16.19,83.30,1.800,0.000,0.5,Rolling Up,C
23.50,55.60,241,16.37,82.10,2.040,0.000,0.5,Rolling Up,C
23.50,55.80,229,16.32,80.60,2.270,0.000,0.5,Rolling Up,C
23.70,55.20,220,16.39,80.50,2.270,0.000,0.5,Rolling Up,C
23.70,55.00,226,16.49,80.10,2.040,0.000,0.5,Rolling Up,C
24.00,54.60,263,16.51,80.00,2.040,0.000,0.5,Rolling Up,C
24.00,54.50,168,16.44,80.80,2.270,0.000,0.5,Rolling Up,C
24.10,54.30,149,16.11,84.40,2.040,0.000,0.5,Rolling Up,C
24.00,54.50,195,15.93,87.00,1.570,0.000,0.5,Rolling Up,C
23.90,54.90,289,16.05,87.50,1.100,0.000,0.5,Rolling Up,C
24.00,54.60,444,16.43,86.20,4.380,0.000,0.5,Rolling Up,C
24.10,54.30,1077,17.11,83.60,20.740,0.000,0.5,Rolling Up,C
24.30,53.90,1217,18.12,76.60,584.250,0.000,0.5,Rolling Up,C
24.60,53.50,842,18.63,73.00,386.210,0.000,0.5,Rolling Up,C
24.20,49.90,265,18.99,55.80,20.740,0.000,1,Rolling Up,C
24.30,49.40,219,18.85,56.80,67.740,0.000,0.5,Rolling Up,C
24.30,49.30,196,18.71,57.80,93.700,0.000,0.5,Rolling Up,C
24.50,49.30,145,18.47,59.00,5.780,0.000,0.5,Rolling Up,C
24.50,49.40,118,18.26,60.10,2.040,0.000,0.5,Rolling Up,C
22.50,54.90,341,16.60,75.20,8.350,0.000,0.5,Rolling Up,C
22.60,54.90,361,16.64,75.00,9.990,0.000,0.5,Rolling Up,C
22.60,55.00,502,16.90,74.00,73.820,0.000,0.5,Rolling Up,C
22.90,54.70,366,17.01,73.30,23.780,0.000,0.5,Rolling Up,C
23.00,54.60,438,17.26,73.30,13.730,0.000,0.5,Rolling Up,C
23.10,54.50,917,17.87,72.30,297.120,0.000,0.5,Rolling Up,C
23.10,54.40,923,17.98,69.30,15.830,0.000,0.5,Rolling Up,C
23.20,54.50,970,18.34,67.40,382.230,0.000,0.5,Rolling Up,C
23.40,54.00,1360,19.18,64.50,328.450,0.000,0.5,Rolling Up,C
23.50,53.90,1132,19.64,61.80,403.040,0.000,0.5,Rolling Up,C
23.60,53.70,1115,19.58,60.40,328.450,0.000,0.5,Rolling Up,C
23.70,53.30,942,19.86,58.50,13.960,0.000,0.5,Rolling Up,C
23.90,53.40,364,19.37,61.30,25.650,0.000,0.5,Rolling Up,C
24.00,53.20,1131,19.29,60.40,16.540,0.000,0.5,Rolling Up,C
24.20,52.80,1353,19.78,59.90,524.630,0.000,0.5,Rolling Up,C
24.40,52.50,1328,19.84,56.20,216.450,0.000,0.5,Rolling Up,C
24.60,52.00,1414,19.86,55.80,524.400,0.000,0.5,Rolling Up,C
24.90,51.50,1389,20.62,53.10,383.170,0.000,0.5,Rolling Up,C
25.10,51.30,720,20.46,52.90,13.730,0.000,0.5,Rolling Up,C
25.10,51.60,664,20.29,52.00,9.520,0.000,0.5,Rolling Up,C
25.20,50.90,1238,20.83,50.60,22.610,0.000,0.5,Rolling Up,C
25.30,51.20,1137,20.60,50.80,432.970,0.000,0.5,Rolling Up,C
25.50,50.70,1313,21.16,48.70,114.510,0.000,0.5,Rolling Up,C
25.60,50.70,1263,21.57,46.60,16.770,0.000,0.5,Rolling Up,C
25.80,49.10,1171,21.00,46.60,501.720,0.000,0.5,Rolling Up,C
26.00,48.30,1345,21.91,44.60,473.420,0.000,0.5,Rolling Up,C
26.10,47.40,1381,21.81,41.20,568.350,0.000,0.5,Rolling Up,C
25.60,44.10,234,21.05,38.40,55.580,0.000,1,Rolling Up,C
25.60,44.40,209,20.90,39.20,11.390,0.000,0.5,Rolling Up,C
25.60,44.80,153,20.70,39.60,22.150,0.000,0.5,Rolling Up,C
25.50,44.60,142,20.52,40.60,2.970,0.000,0.5,Rolling Up,C
25.40,45.00,129,20.30,41.60,3.680,0.000,0.5,Rolling Up,C
25.40,45.10,113,20.06,43.40,2.040,0.000,0.5,Rolling Up,C
23.40,53.60,459,16.51,75.70,160.340,0.000,0.5,Rolling Up,C
23.30,53.90,547,16.69,70.00,208.040,0.000,0.5,Rolling Up,C
23.50,53.60,592,17.07,67.00,13.030,0.000,0.5,Rolling Up,C
23.50,52.60,725,17.37,63.60,245.910,0.000,0.5,Rolling Up,C
23.60,52.00,761,17.82,61.50,14.660,0.000,0.5,Rolling Up,C
23.60,51.30,884,17.90,60.20,302.730,0.000,0.5,Rolling Up,C
23.60,50.60,945,18.23,56.80,225.570,0.000,0.5,Rolling Up,C
23.70,50.10,735,18.29,55.30,335.230,0.000,0.5,Rolling Up,C
23.80,48.80,1055,18.32,53.50,9.990,0.000,0.5,Rolling Up,C
23.60,48.70,713,18.29,52.60,43.890,0.000,0.5,Rolling Up,C
23.70,48.20,1326,18.56,52.10,381.760,0.000,0.5,Rolling Up,C
23.80,47.70,698,18.34,52.20,4.840,0.000,0.5,Rolling Up,C
24.30,40.50,251,17.99,41.30,220.900,0.000,1,Rolling Up,C
24.50,40.40,238,17.76,42.50,148.410,0.000,0.5,Rolling Up,C
24.50,40.50,192,17.54,42.10,94.400,0.000,0.5,Rolling Up,C
24.50,40.80,129,17.24,41.60,3.680,0.000,0.5,Rolling Up,C
24.50,40.70,114,17.11,42.00,1.800,0.000,0.5,Rolling Up,C
23.20,44.80,1544,15.35,59.20,445.360,0.000,0.5,Rolling Up,C
23.10,44.90,1438,15.75,57.00,22.380,0.000,0,Rolling Up,C
23.30,44.60,1385,15.95,55.10,414.030,0.000,0,Rolling Up,C
23.30,44.20,2000,16.44,53.00,325.180,0.000,0,Rolling Up,C
23.40,44.10,2000,16.88,51.20,409.590,0.000,0,Rolling Up,C
23.70,43.30,2000,17.10,51.00,532.580,0.000,0,Rolling Up,C
24.00,43.00,2000,17.05,50.80,21.680,0.000,0,Rolling Up,C
24.10,42.70,2000,17.38,48.70,361.890,0.000,0,Rolling Up,C
24.00,42.50,2000,17.72,49.00,390.180,0.000,0,Rolling Up,C
23.90,43.10,2000,18.00,48.00,280.990,0.000,0,Rolling Up,C
23.80,43.10,1253,18.58,46.10,603.900,0.000,0,Rolling Up,C
24.00,42.60,1337,18.33,46.50,18.640,0.000,0,Rolling Up,C
24.10,42.10,1450,18.91,43.00,748.860,0.000,0,Rolling Up,C
24.60,41.70,1438,19.22,43.60,19.580,0.000,0,Rolling Up,C
24.60,41.30,1341,19.31,42.20,319.800,0.000,0,Rolling Up,C
24.30,41.70,1308,18.69,42.40,27.530,0.000,0,Rolling Up,C
24.40,41.10,911,19.18,42.50,13.730,0.000,0,Rolling Up,C
24.40,41.30,963,19.14,42.00,57.220,0.000,0,Rolling Up,C
24.40,40.50,1611,19.16,42.20,14.660,0.000,0,Rolling Up,C
24.50,40.10,1265,19.39,40.80,223.700,0.000,0,Rolling Up,C
24.80,40.00,473,19.24,41.30,6.480,0.000,0,Rolling Up,C
25.00,39.90,1121,19.89,40.20,30.330,0.000,0,Rolling Up,C
25.10,39.60,1105,19.34,41.20,714.490,0.000,0,Rolling Up,C
25.00,39.80,600,20.54,39.10,28.460,0.000,0,Rolling Up,C
25.10,40.00,547,18.94,42.80,6.480,0.000,0,Rolling Up,C
25.30,40.70,1287,19.27,41.60,657.440,0.000,0,Rolling Up,C
25.50,40.30,517,19.81,40.20,9.750,0.000,0,Rolling Up,C
25.40,41.10,415,19.56,41.80,438.120,0.000,0,Rolling Up,C
25.50,40.60,618,20.27,40.60,82.240,0.000,0,Rolling Up,C
25.50,40.50,674,19.71,39.80,41.790,0.000,0,Rolling Up,C
25.60,40.20,1345,20.47,38.80,672.170,0.000,0,Rolling Up,C
25.70,39.90,1389,19.92,36.10,695.790,0.000,0,Rolling Up,C
25.60,39.70,1688,20.63,35.20,664.460,0.000,0,Rolling Up,C
25.10,38.30,397,20.24,39.20,12.560,0.000,0,Rolling Up,C
25.00,38.50,394,19.72,38.30,5.080,0.000,0,Rolling Up,C
25.10,38.40,1268,20.15,36.40,110.060,0.000,0,Rolling Up,C
25.10,38.70,1497,20.68,35.60,642.010,0.000,0,Rolling Up,C
25.20,37.50,1470,20.87,36.00,471.790,0.000,0,Rolling Up,C
25.40,37.70,1091,19.75,37.90,540.300,0.000,0,Rolling Up,C
25.40,38.20,1465,19.89,39.80,555.960,0.000,0,Rolling Up,C
25.40,38.90,284,19.81,39.60,3.680,0.000,0,Rolling Up,C
25.30,39.20,286,19.53,39.50,3.210,0.000,0,Rolling Up,C
25.30,39.40,990,19.83,38.30,486.980,0.000,0,Rolling Up,C
25.30,39.40,839,20.28,36.90,221.360,0.000,0,Rolling Up,C
25.30,39.50,667,19.88,37.40,434.610,0.000,0,Rolling Up,C
25.30,39.70,265,19.47,38.20,28.930,0.000,0,Rolling Up,C
25.20,39.80,326,19.66,37.70,52.780,0.000,0,Rolling Up,C
25.20,39.70,325,19.81,38.20,300.160,0.000,0,Rolling Up,C
22.10,64.30,117,15.61,100.00,1.570,0.000,0,Rolling Up,C
22.20,64.40,107,15.58,99.90,1.340,0.000,0,Rolling Up,C
22.20,64.40,109,15.59,99.90,1.570,0.000,0,Rolling Up,C
22.30,64.40,117,15.62,99.90,1.340,0.000,0,Rolling Up,C
22.20,65.20,114,15.64,99.90,1.100,0.000,0,Rolling Up,C
22.30,65.10,107,15.74,99.90,1.340,0.000,0,Rolling Up,C
22.40,64.40,115,15.89,99.90,1.340,0.000,0,Rolling Up,C
22.50,64.10,142,15.82,99.80,1.570,0.000,0,Rolling Up,C
22.60,64.10,144,15.96,99.90,1.340,0.000,0,Rolling Up,C
22.50,64.70,120,15.97,99.90,1.340,0.000,0,Rolling Up,C
22.40,65.30,134,16.04,99.90,1.340,0.000,0,Rolling Up,C
22.50,65.10,127,15.98,99.90,1.570,0.000,0,Rolling Up,C
22.30,65.60,123,16.04,100.00,1.570,0.000,0,Rolling Up,C
22.50,65.40,118,16.08,100.00,1.340,0.000,0,Rolling Up,C
22.50,65.20,160,16.28,100.00,1.100,0.000,0,Rolling Up,C
22.50,65.70,142,16.28,100.00,1.340,0.000,0.3,Rolling Up,C
22.60,66.00,142,16.34,100.00,1.570,0.000,0.3,Rolling Up,C
22.70,65.80,137,16.36,100.00,1.800,0.000,0.3,Rolling Up,C
22.70,65.40,152,16.26,100.00,1.800,0.000,0.3,Rolling Up,C
22.70,65.80,160,16.41,100.00,1.570,0.000,0.3,Rolling Up,C
22.60,66.00,152,16.45,100.00,1.800,0.000,0.3,Rolling Up,C
22.70,65.90,160,16.51,100.00,1.800,0.000,0.3,Rolling Up,C
22.70,65.90,156,16.55,100.00,2.040,0.000,0.3,Rolling Up,C
22.80,66.00,166,16.57,100.00,1.800,0.000,0.3,Rolling Up,C
22.70,66.30,138,16.48,100.00,1.340,0.000,0.3,Rolling Up,C
22.80,66.20,148,16.46,100.00,1.570,0.000,0.3,Rolling Up,C
22.80,66.20,165,16.58,100.00,1.570,0.000,0.3,Rolling Up,C
22.90,66.10,160,16.64,100.00,1.800,0.000,0.3,Rolling Up,C
22.80,67.10,166,16.56,100.00,1.800,0.000,0.3,Rolling Up,C
23.00,66.50,153,16.83,100.00,1.340,0.000,0.3,Rolling Up,C
23.20,65.70,162,16.56,99.90,1.570,0.000,0.3,Rolling Up,C
23.10,65.50,172,16.77,99.80,2.040,0.000,0.3,Rolling Up,C
23.00,65.70,196,16.79,99.60,1.570,0.000,0.3,Rolling Up,C
23.00,65.90,168,16.94,99.60,1.800,0.000,0.3,Rolling Up,C
23.00,65.90,157,16.95,99.40,1.340,0.000,0.3,Rolling Up,C
23.10,65.70,166,17.07,99.40,1.800,0.000,0.3,Rolling Up,C
23.00,65.90,158,17.08,99.40,1.800,0.000,0.3,Rolling Up,C
22.90,66.40,139,17.08,99.30,2.040,0.000,0.3,Rolling Up,C
22.90,66.40,130,17.05,99.30,1.570,0.000,0.3,Rolling Up,C
23.00,66.10,128,17.13,99.40,1.340,0.000,0.3,Rolling Up,C
22.90,66.60,149,17.07,99.40,1.570,0.000,0.3,Rolling Up,C
23.00,66.50,138,17.00,99.40,1.570,0.000,0.3,Rolling Up,C
23.00,66.80,128,17.03,99.60,1.340,0.000,0.3,Rolling Up,C
23.00,66.90,125,16.95,99.60,1.340,0.000,0.3,Rolling Up,C
23.10,66.60,120,16.86,99.70,1.570,0.000,0.3,Rolling Up,C
23.00,66.50,125,16.71,99.70,1.800,0.000,0.3,Rolling Up,C
23.10,66.40,117,16.78,99.80,1.340,0.000,0.3,Rolling Up,C
23.00,66.80,109,16.73,99.90,1.570,0.000,0.3,Rolling Up,C
22.90,67.10,87,16.76,99.90,1.340,0.000,0.3,Rolling Up,C
22.90,67.20,109,16.68,100.00,1.100,0.000,0.3,Rolling Up,C
23.00,67.00,102,16.61,100.00,1.340,0.000,0.3,Rolling Up,C
22.90,67.20,99,16.68,100.00,1.570,0.000,0.3,Rolling Up,C
22.80,67.20,97,16.66,100.00,1.100,0.000,0.3,Rolling Up,C
22.20,63.60,779,16.66,85.00,415.200,0.000,0.3,Rolling Up,C
22.40,63.10,537,16.68,83.50,12.790,0.000,0.3,Rolling Up,C
22.50,63.00,934,16.98,82.20,439.280,0.000,0.3,Rolling Up,C
22.60,62.40,1013,17.61,80.60,403.040,0.000,0.3,Rolling Up,C
22.80,61.70,1034,17.64,79.60,410.290,0.000,0.3,Rolling Up,C
22.70,61.60,966,17.58,78.60,372.180,0.000,0.3,Rolling Up,C
22.90,61.70,754,18.16,77.20,20.510,0.000,0.3,Rolling Up,C
22.90,61.10,907,17.79,75.20,155.890,0.000,0.3,Rolling Up,C
23.00,61.10,1163,18.19,74.90,407.490,0.000,0.3,Rolling Up,C
23.00,61.20,1186,18.42,72.60,385.970,0.000,0.3,Rolling Up,C
23.00,60.40,2000,18.85,70.60,431.340,0.000,0.3,Rolling Up,C
24.50,51.20,1024,21.04,51.30,295.720,0.000,1,Rolling Up,C
24.40,51.70,1656,21.61,47.90,21.210,0.000,0.5,Rolling Up,C
24.40,50.90,819,21.48,49.70,9.750,0.000,0.5,Rolling Up,C
24.30,50.40,479,21.07,51.10,5.310,0.000,0.5,Rolling Up,C
24.40,50.90,563,21.23,51.30,4.840,0.000,0.5,Rolling Up,C
24.50,51.00,976,21.35,49.70,299.230,0.000,0.5,Rolling Up,C
24.60,51.50,553,21.36,51.20,5.310,0.000,0.5,Rolling Up,C
24.60,51.40,839,21.53,49.80,208.040,0.000,0.5,Rolling Up,C
24.60,51.30,492,21.38,50.00,4.140,0.000,0.5,Rolling Up,C
24.60,51.40,390,21.02,49.00,4.140,0.000,0.5,Rolling Up,C
24.60,51.30,445,21.23,48.00,4.140,0.000,0.5,Rolling Up,C
24.60,51.70,372,21.21,49.50,3.440,0.000,0.5,Rolling Up,C
24.50,51.30,243,20.87,48.80,2.970,0.000,0.5,Rolling Up,C
24.50,51.70,261,20.81,51.50,2.970,0.000,0.5,Rolling Up,C
24.50,51.90,472,21.16,51.40,53.950,0.000,0.5,Rolling Up,C
24.50,52.00,498,21.29,51.10,214.110,0.000,0.5,Rolling Up,C
22.50,58.50,1137,20.26,54.70,513.410,0.000,1,Rolling Up,C
