Temperature_Indoor [C],Relative_Humidity_Indoor [%],Indoor_Illumination [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Shading_Status_last,Class,Room_ID
26.00,62.50,800,30.92,64.40,14.200,259.000,1,Rolling Down,C
25.90,61.90,842,30.27,65.10,194.240,257.000,1,Rolling Down,C
26.50,65.80,809,30.58,64.30,207.800,268.000,1,Rolling Down,C
26.20,63.30,819,31.26,61.50,6.950,226.000,1,Rolling Down,C
25.10,61.80,572,30.24,67.60,2.740,101.000,1,Rolling Down,C
24.80,62.40,470,30.19,67.40,6.950,84.000,1,Rolling Down,C
24.70,63.90,368,30.15,68.90,2.040,54.000,1,Rolling Down,C
27.80,73.90,460,-51.98,76.00,0.000,111.000,1,Rolling Down,C
26.60,67.30,550,-51.82,74.60,0.000,117.000,1,Rolling Down,C
26.00,67.40,587,-51.38,73.30,0.000,125.000,1,Rolling Down,C
26.00,71.20,531,-51.35,74.90,0.000,112.000,1,Rolling Down,C
26.20,70.70,420,-51.57,75.00,0.000,100.000,1,Rolling Down,C
25.90,71.40,502,-51.53,75.90,0.000,104.000,1,Rolling Down,C
25.40,66.90,446,-51.64,76.50,0.000,112.000,1,Rolling Down,C
25.50,66.90,473,-51.71,77.90,0.000,114.000,1,Rolling Down,C
26.10,74.70,440,-51.43,78.00,0.000,100.000,1,Rolling Down,C
26.50,76.20,348,-51.35,78.40,0.000,73.000,1,Rolling Down,C
26.80,78.60,380,-51.16,78.40,0.000,84.000,1,Rolling Down,C
27.10,78.30,380,-51.36,77.70,0.000,91.000,1,Rolling Down,C
26.90,77.10,365,-51.21,76.40,0.000,83.000,1,Rolling Down,C
27.00,76.90,329,28.39,79.00,2.740,72.000,1,Rolling Down,C
27.20,78.40,348,-51.15,77.80,0.000,79.000,1,Rolling Down,C
27.20,77.80,580,-50.92,76.70,0.000,142.000,1,Rolling Down,C
27.30,77.70,448,-50.59,75.90,0.000,105.000,1,Rolling Down,C
27.30,78.40,327,-50.46,77.50,0.000,70.000,1,Rolling Down,C
27.60,78.80,441,-51.00,79.60,0.000,102.000,1,Rolling Down,C
27.50,78.30,459,-51.25,80.00,0.000,108.000,1,Rolling Down,C
27.30,79.00,407,-50.97,78.70,0.000,93.000,1,Rolling Down,C
27.50,78.80,691,-50.63,78.80,0.000,182.000,1,Rolling Down,C
27.40,78.10,461,-50.49,76.80,0.000,115.000,1,Rolling Down,C
27.30,78.30,521,-50.56,77.10,0.000,130.000,1,Rolling Down,C
27.10,78.10,379,-50.52,77.90,0.000,83.000,1,Rolling Down,C
27.10,77.90,284,-50.65,78.10,0.000,58.000,1,Rolling Down,C
27.30,79.30,306,-50.89,78.70,0.000,65.000,1,Rolling Down,C
27.40,79.60,319,-51.20,80.40,0.000,70.000,1,Rolling Down,C
27.30,78.50,224,-51.55,80.70,0.000,42.000,1,Rolling Down,C
27.20,79.30,557,-51.44,80.60,0.000,137.000,1,Rolling Down,C
27.40,79.30,489,-51.05,78.60,0.000,111.000,1,Rolling Down,C
27.00,76.50,270,-51.02,79.00,0.000,60.000,0.5,Rolling Down,C
26.90,75.90,487,-51.11,78.60,0.000,119.000,0.5,Rolling Down,C
26.70,72.50,375,-51.00,78.90,0.000,92.000,0.5,Rolling Down,C
26.40,70.20,329,-51.25,80.10,0.000,66.000,0.5,Rolling Down,C
26.10,68.70,287,28.27,83.60,1.570,58.000,0.5,Rolling Down,C
26.10,68.70,391,28.23,84.40,2.740,87.000,0.5,Rolling Down,C
25.90,67.40,275,27.90,84.60,0.870,54.000,0.5,Rolling Down,C
26.00,68.00,245,-52.04,83.50,0.000,44.000,0.5,Rolling Down,C
25.80,68.90,318,-52.39,84.40,0.000,50.000,0.5,Rolling Down,C
25.80,68.90,557,-52.63,84.00,0.000,108.000,1,Rolling Down,C
25.80,68.70,491,-52.50,82.90,0.000,92.000,1,Rolling Down,C
25.60,69.70,229,27.47,85.70,1.800,43.000,1,Rolling Down,C
25.00,68.00,203,27.41,85.50,2.040,35.000,1,Rolling Down,C
25.00,66.80,265,27.46,85.50,2.040,52.000,1,Rolling Down,C
25.20,66.60,259,27.39,84.90,2.510,48.000,1,Rolling Down,C
25.30,66.60,337,27.38,85.70,2.270,75.000,1,Rolling Down,C
25.80,66.80,385,27.43,86.20,2.040,83.000,1,Rolling Down,C
30.60,61.20,360,30.26,69.30,3.910,113.000,1,Rolling Down,C
30.30,58.20,531,31.13,66.60,13.260,181.000,1,Rolling Down,C
30.00,56.60,470,31.13,67.70,18.870,174.000,1,Rolling Down,C
29.30,56.50,508,31.07,66.80,20.280,138.000,1,Rolling Down,C
29.40,56.00,435,30.89,67.50,8.820,152.000,1,Rolling Down,C
29.70,55.60,527,31.20,65.40,571.160,221.000,1,Rolling Down,C
29.70,55.80,458,30.82,65.80,5.080,145.000,1,Rolling Down,C
29.80,55.70,411,31.56,64.30,182.550,130.000,1,Rolling Down,C
29.50,54.80,471,31.75,63.50,10.460,152.000,1,Rolling Down,C
29.30,53.90,537,31.62,64.40,3.680,158.000,1,Rolling Down,C
29.20,53.90,666,31.64,64.60,26.590,235.000,1,Rolling Down,C
30.20,62.40,375,30.59,67.90,11.630,7894.000,1,Rolling Down,C
28.60,59.90,478,31.24,65.80,520.650,127.000,1,Rolling Down,C
28.80,60.80,505,31.19,63.30,22.150,5769.000,1,Rolling Down,C
28.60,63.60,538,31.69,61.40,491.890,5972.000,1,Rolling Down,C
28.20,63.10,522,31.59,59.90,138.120,7644.000,1,Rolling Down,C
28.00,60.00,606,32.41,57.50,11.160,5491.000,1,Rolling Down,C
28.20,61.20,674,31.84,58.90,522.760,6757.000,1,Rolling Down,C
28.10,63.80,559,31.99,59.20,19.810,6521.000,1,Rolling Down,C
27.90,64.10,629,32.28,57.10,41.550,6218.000,1,Rolling Down,C
28.00,60.30,863,32.53,56.50,503.350,7940.000,1,Rolling Down,C
27.90,63.20,429,32.84,55.00,6.480,0.000,0.5,Rolling Down,C
27.50,62.10,576,33.29,53.70,457.760,6465.000,0.5,Rolling Down,C
27.70,60.90,497,33.06,53.90,171.560,3821.000,0.5,Rolling Down,C
27.60,61.40,461,33.49,53.10,4.840,6576.000,0.5,Rolling Down,C
27.50,61.20,648,33.12,53.90,15.130,7945.000,0.5,Rolling Down,C
27.50,61.30,685,34.29,51.40,532.350,0.000,0.5,Rolling Down,C
27.40,59.80,678,33.73,52.80,513.640,0.000,0.5,Rolling Down,C
27.50,60.70,639,33.75,52.40,17.700,3400.000,0.5,Rolling Down,C
27.80,65.20,485,33.74,52.00,5.080,188.000,0.5,Rolling Down,C
28.00,64.30,536,34.18,52.30,126.200,0.000,0.5,Rolling Down,C
27.60,61.80,388,34.33,50.40,3.680,0.000,0.5,Rolling Down,C
27.80,61.30,311,33.82,52.40,4.140,3707.000,0.5,Rolling Down,C
27.60,62.20,307,33.50,52.60,3.210,0.000,0.5,Rolling Down,C
27.40,63.20,491,33.43,53.40,4.380,7189.000,0.5,Rolling Down,C
27.50,61.30,458,33.28,54.50,3.210,7582.000,0.5,Rolling Down,C
27.20,60.20,495,33.47,55.20,15.130,6859.000,0.5,Rolling Down,C
27.30,61.10,649,34.33,53.90,23.550,5195.000,0.5,Rolling Down,C
27.10,61.20,479,33.85,54.30,4.380,4545.000,0.5,Rolling Down,C
26.90,59.50,417,34.12,54.50,8.120,5139.000,0.5,Rolling Down,C
27.20,61.40,497,35.56,49.60,36.410,5513.000,0.5,Rolling Down,C
27.20,61.40,651,34.59,52.20,266.490,303.000,0.5,Rolling Down,C
27.00,61.60,666,34.91,50.50,532.810,311.000,0.5,Rolling Down,C
27.20,60.50,374,35.67,48.60,3.910,131.000,0.5,Rolling Down,C
27.30,61.30,411,34.27,52.90,5.310,5130.000,0.5,Rolling Down,C
27.10,62.60,325,33.99,53.30,3.440,1288.000,0.5,Rolling Down,C
26.90,59.30,550,35.45,49.80,265.790,4196.000,0.5,Rolling Down,C
27.20,61.40,409,34.72,51.30,5.550,4689.000,0.5,Rolling Down,C
27.30,62.80,261,34.68,50.00,3.680,640.000,0.5,Rolling Down,C
27.40,64.30,321,34.40,51.60,17.240,5847.000,0.5,Rolling Down,C
27.30,61.80,485,34.19,52.00,241.710,5853.000,0.5,Rolling Down,C
27.40,62.30,462,34.28,52.00,29.160,6247.000,0.5,Rolling Down,C
27.30,63.00,473,34.69,51.00,95.330,4233.000,0.5,Rolling Down,C
27.40,62.10,469,34.62,50.40,493.770,5264.000,0.5,Rolling Down,C
27.60,63.70,404,34.73,50.70,6.010,4895.000,0.5,Rolling Down,C
27.70,63.30,397,34.24,52.00,234.690,5899.000,0.5,Rolling Down,C
27.50,62.80,265,34.15,52.40,5.550,5641.000,0.5,Rolling Down,C
27.00,65.80,701,33.04,51.90,868.110,481.000,0.5,Rolling Down,C
26.90,65.70,848,32.43,53.00,399.530,459.000,0.5,Rolling Down,C
26.40,62.90,871,33.31,51.00,869.750,467.000,0.5,Rolling Down,C
26.50,65.40,457,33.71,51.40,14.200,158.000,0.5,Rolling Down,C
26.90,65.60,1027,33.06,54.70,844.030,522.000,0.5,Rolling Down,C
27.00,66.10,1016,33.94,51.90,511.300,486.000,0.5,Rolling Down,C
26.90,63.60,482,33.23,52.50,4.840,154.000,0.5,Rolling Down,C
27.00,65.70,1018,33.88,50.10,606.700,259.000,0.5,Rolling Down,C
27.20,65.00,1016,33.42,50.30,35.240,444.000,0.5,Rolling Down,C
27.30,65.00,1152,34.02,48.70,831.400,459.000,0.5,Rolling Down,C
27.20,64.00,1294,33.19,51.00,27.990,445.000,0.5,Rolling Down,C
27.60,64.00,1174,33.42,50.40,824.620,420.000,0.5,Rolling Down,C
27.50,64.20,455,34.02,48.50,5.780,118.000,0.5,Rolling Down,C
27.30,64.00,1269,33.35,50.20,833.510,405.000,0.5,Rolling Down,C
27.40,63.10,528,33.86,49.90,4.840,142.000,0.5,Rolling Down,C
27.40,64.10,510,32.57,53.60,4.380,0.000,0.5,Rolling Down,C
27.40,63.80,480,33.01,53.10,3.210,116.000,0.5,Rolling Down,C
27.40,62.80,941,32.87,53.80,762.890,369.000,0.5,Rolling Down,C
27.40,65.20,480,32.70,53.30,4.840,116.000,0.5,Rolling Down,C
27.10,63.50,755,32.41,55.70,641.770,335.000,0.8,Rolling Down,C
27.30,61.20,702,33.29,52.40,744.190,324.000,0.8,Rolling Down,C
27.30,61.80,620,33.52,53.10,523.460,271.000,0.8,Rolling Down,C
27.00,63.60,589,33.14,53.20,648.090,254.000,0.8,Rolling Down,C
26.90,64.70,552,33.33,54.00,107.960,233.000,0.8,Rolling Down,C
27.20,62.30,616,32.42,57.20,49.040,230.000,0.5,Rolling Down,C
27.40,64.80,576,32.59,56.90,595.950,198.000,0.5,Rolling Down,C
26.70,65.80,497,32.74,56.80,16.300,146.000,0.5,Rolling Down,C
27.10,66.50,348,32.25,57.00,99.070,87.000,0.5,Rolling Down,C
27.30,70.10,652,30.68,60.00,778.330,0.000,0.8,Rolling Down,C
27.40,70.00,692,30.62,60.00,486.280,0.000,0.8,Rolling Down,C
27.30,67.80,749,30.94,59.20,526.970,0.000,0.8,Rolling Down,C
26.90,64.80,786,31.24,57.70,786.280,7589.000,0.8,Rolling Down,C
27.20,66.60,815,31.53,57.50,190.730,0.000,0.8,Rolling Down,C
27.00,63.60,842,31.19,58.80,793.990,0.000,0.8,Rolling Down,C
26.90,63.20,873,31.68,56.70,129.000,0.000,0.8,Rolling Down,C
27.30,65.90,871,31.97,56.70,759.390,0.000,0.8,Rolling Down,C
27.00,63.20,450,31.86,57.00,14.660,0.000,0.8,Rolling Down,C
27.10,65.20,996,31.98,56.40,725.480,0.000,0.8,Rolling Down,C
27.80,66.30,966,32.76,54.90,6.720,7261.000,0.8,Rolling Down,C
26.40,67.10,970,32.67,55.70,770.840,0.000,0.8,Rolling Down,C
26.50,63.70,815,33.82,51.90,25.190,193.000,1,Rolling Down,C
26.60,68.30,1065,34.22,49.80,754.010,471.000,0.8,Rolling Down,C
26.40,67.20,1162,34.83,48.60,752.610,491.000,0.8,Rolling Down,C
26.30,66.50,1149,34.93,49.20,655.570,459.000,0.8,Rolling Down,C
26.30,68.10,658,34.65,49.30,4.840,173.000,0.8,Rolling Down,C
26.40,67.60,1332,35.05,49.60,26.590,441.000,0.8,Rolling Down,C
26.40,67.00,731,34.49,49.70,124.330,225.000,0.8,Rolling Down,C
26.30,66.80,1418,35.42,46.50,53.250,427.000,0.8,Rolling Down,C
26.30,66.80,1366,35.37,46.20,659.780,412.000,0.8,Rolling Down,C
26.40,67.90,1351,36.03,45.60,606.000,368.000,0.8,Rolling Down,C
26.10,65.00,1262,35.62,44.60,649.960,370.000,0.8,Rolling Down,C
26.10,67.20,532,34.59,47.00,5.080,122.000,0.8,Rolling Down,C
26.30,70.00,541,34.63,47.70,12.090,135.000,0.8,Rolling Down,C
26.30,68.40,552,34.43,47.50,15.370,140.000,0.8,Rolling Down,C
26.30,71.10,693,35.03,47.60,16.300,221.000,0.8,Rolling Down,C
26.20,67.60,651,34.88,48.60,21.210,133.000,0.8,Rolling Down,C
26.30,70.50,624,34.41,49.50,192.140,176.000,0.8,Rolling Down,C
26.10,70.80,571,35.21,47.20,119.880,206.000,0.8,Rolling Down,C
26.30,69.50,647,35.72,45.70,417.310,215.000,0.8,Rolling Down,C
26.20,70.80,624,35.96,45.70,13.260,212.000,0.8,Rolling Down,C
26.20,69.00,582,35.28,46.60,8.120,124.000,0.8,Rolling Down,C
26.30,70.50,641,35.11,49.50,13.730,208.000,0.8,Rolling Down,C
26.20,71.30,599,34.84,48.40,414.030,168.000,0.8,Rolling Down,C
26.10,69.30,523,34.58,50.20,329.150,129.000,0.8,Rolling Down,C
26.20,72.40,467,34.40,50.50,119.420,106.000,0.8,Rolling Down,C
26.30,71.10,421,34.54,50.30,306.710,87.000,0.8,Rolling Down,C
26.10,69.40,222,34.35,51.40,7.180,36.000,0.8,Rolling Down,C
25.90,55.70,325,23.57,60.60,2.740,100.000,1,Rolling Down,C
25.70,54.80,355,23.71,59.40,2.510,121.000,1,Rolling Down,C
25.40,55.70,475,23.94,57.20,2.510,240.000,1,Rolling Down,C
25.50,55.60,533,24.48,56.40,2.270,187.000,1,Rolling Down,C
25.50,57.20,577,24.70,55.10,2.970,223.000,1,Rolling Down,C
25.30,55.50,574,24.90,53.80,3.210,204.000,1,Rolling Down,C
25.30,55.20,670,24.65,54.30,2.970,260.000,1,Rolling Down,C
25.30,54.30,678,25.08,54.00,2.970,256.000,1,Rolling Down,C
25.20,56.00,702,25.45,52.00,3.680,260.000,1,Rolling Down,C
25.30,56.80,687,25.24,52.70,3.910,220.000,1,Rolling Down,C
25.30,56.70,1068,25.46,51.80,3.440,234.000,1,Rolling Down,C
25.30,58.00,1078,25.14,52.50,4.610,183.000,1,Rolling Down,C
25.10,58.60,789,25.72,52.10,3.440,168.000,1,Rolling Down,C
25.30,58.90,846,25.39,52.50,4.380,175.000,1,Rolling Down,C
25.00,59.60,617,25.24,52.50,4.380,163.000,1,Rolling Down,C
25.10,57.20,719,25.38,52.10,3.440,181.000,1,Rolling Down,C
25.30,60.90,1166,26.23,50.10,4.610,280.000,1,Rolling Down,C
25.10,58.60,825,26.01,49.20,4.140,214.000,1,Rolling Down,C
24.80,56.80,1108,26.84,45.00,3.680,6270.000,1,Rolling Down,C
24.60,55.60,1196,25.83,48.70,4.610,6670.000,1,Rolling Down,C
24.70,55.60,648,26.08,49.20,3.910,0.000,1,Rolling Down,C
24.70,59.40,421,25.92,49.40,3.680,6161.000,1,Rolling Down,C
24.80,57.80,410,25.22,51.30,4.380,103.000,1,Rolling Down,C
24.50,59.60,387,25.95,49.10,2.270,97.000,1,Rolling Down,C
24.70,58.60,446,25.41,50.60,2.970,118.000,1,Rolling Down,C
24.60,58.70,495,25.79,49.40,3.440,137.000,1,Rolling Down,C
24.50,60.20,573,26.19,47.30,3.910,155.000,1,Rolling Down,C
24.80,57.30,712,25.96,49.10,4.380,201.000,1,Rolling Down,C
24.90,55.80,1147,26.34,47.40,4.380,4943.000,1,Rolling Down,C
24.60,56.60,1315,26.69,46.30,4.840,0.000,1,Rolling Down,C
24.60,55.30,1023,26.65,46.70,4.610,0.000,1,Rolling Down,C
24.70,55.10,1014,26.57,47.90,5.310,6649.000,1,Rolling Down,C
25.30,59.10,450,25.86,50.10,4.610,0.000,0.3,Rolling Down,C
25.40,57.70,903,26.33,48.40,4.380,0.000,0.3,Rolling Down,C
25.60,57.60,754,27.39,46.20,3.210,0.000,0.3,Rolling Down,C
25.70,57.30,718,26.43,48.20,3.210,0.000,0.3,Rolling Down,C
25.60,57.20,962,26.79,47.90,2.040,0.000,0.3,Rolling Down,C
25.30,55.30,740,26.96,49.10,2.740,1711.000,0.3,Rolling Down,C
25.20,57.10,710,26.86,48.30,2.270,0.000,0.3,Rolling Down,C
25.30,58.60,453,26.72,47.80,2.740,0.000,0.3,Rolling Down,C
25.20,54.90,402,26.71,48.10,2.740,0.000,0.3,Rolling Down,C
24.90,56.90,461,26.25,49.80,3.440,0.000,0.3,Rolling Down,C
25.10,58.10,586,27.07,47.50,1.340,351.000,0.3,Rolling Down,C
25.10,57.30,564,27.39,46.40,1.800,0.000,0.3,Rolling Down,C
25.10,56.80,400,27.29,46.20,2.270,0.000,0.3,Rolling Down,C
24.80,58.80,269,26.71,47.00,3.680,0.000,0.3,Rolling Down,C
24.90,57.60,263,26.38,47.50,3.680,87.000,0.3,Rolling Down,C
24.90,59.00,246,26.31,49.10,2.740,81.000,0.3,Rolling Down,C
24.70,60.20,297,25.97,52.40,2.970,106.000,0.3,Rolling Down,C
25.00,58.40,308,25.96,52.60,3.210,110.000,0.3,Rolling Down,C
24.80,59.60,284,25.87,52.00,2.510,101.000,0.3,Rolling Down,C
24.90,59.90,236,25.96,50.90,2.510,75.000,0.3,Rolling Down,C
24.90,60.70,184,25.69,53.30,2.270,47.000,0.3,Rolling Down,C
26.90,73.80,389,28.38,80.50,9.750,173.000,1,Rolling Down,C
26.80,69.40,559,28.59,79.60,222.300,277.000,1,Rolling Down,C
26.90,73.40,497,29.55,77.60,21.450,322.000,1,Rolling Down,C
27.20,74.90,399,29.81,74.70,20.980,198.000,1,Rolling Down,C
27.40,74.90,340,29.69,74.40,3.680,143.000,1,Rolling Down,C
27.10,73.60,122,29.30,77.00,2.740,21.000,1,Rolling Down,C
26.70,73.70,177,28.78,82.10,2.740,43.000,1,Rolling Down,C
26.70,73.30,226,28.09,86.40,2.040,74.000,1,Rolling Down,C
26.50,72.30,265,28.04,88.20,2.040,102.000,1,Rolling Down,C
26.00,67.00,301,28.03,88.00,2.740,122.000,1,Rolling Down,C
25.90,74.00,421,28.16,87.60,64.230,197.000,1,Rolling Down,C
26.30,74.00,589,29.05,83.50,2.740,152.000,1,Rolling Down,C
26.30,72.70,893,29.23,82.90,39.920,232.000,1,Rolling Down,C
25.40,75.20,249,25.38,96.40,2.510,47.000,1,Rolling Down,C
25.80,75.90,213,25.24,96.70,2.270,28.000,1,Rolling Down,C
26.40,77.30,198,25.30,96.40,1.570,32.000,1,Rolling Down,C
25.60,74.30,317,25.28,96.20,2.040,59.000,1,Rolling Down,C
26.00,74.80,218,25.55,96.00,1.800,33.000,1,Rolling Down,C
25.70,73.10,384,25.65,95.50,3.440,78.000,1,Rolling Down,C
26.10,77.30,525,25.76,94.90,15.130,125.000,1,Rolling Down,C
26.00,74.90,488,26.14,94.20,3.210,106.000,1,Rolling Down,C
26.00,74.30,428,26.49,93.00,2.040,86.000,1,Rolling Down,C
25.80,72.90,327,26.65,92.40,2.040,63.000,1,Rolling Down,C
25.30,69.00,193,26.70,90.90,1.800,31.000,1,Rolling Down,C
25.50,70.10,142,26.84,90.80,2.510,13.000,1,Rolling Down,C
25.60,72.10,126,26.79,91.00,1.800,8.000,1,Rolling Down,C
25.20,71.40,130,26.53,91.90,2.040,10.000,1,Rolling Down,C
25.40,71.30,157,26.44,92.80,2.040,14.000,1,Rolling Down,C
25.80,75.60,154,26.39,93.20,1.800,15.000,1,Rolling Down,C
26.20,75.70,157,26.29,93.60,1.800,16.000,1,Rolling Down,C
26.00,72.90,112,26.32,93.90,1.800,6.000,1,Rolling Down,C
25.80,70.10,103,26.23,93.80,2.270,4.000,1,Rolling Down,C
25.30,70.90,99,25.71,95.90,1.570,3.000,1,Rolling Down,C
25.30,58.40,718,21.68,74.90,382.230,0.000,1,Rolling Down,C
25.10,58.20,816,22.13,71.20,399.770,0.000,1,Rolling Down,C
25.10,59.20,798,22.49,67.30,424.550,0.000,1,Rolling Down,C
25.10,56.90,1017,23.09,63.40,18.640,0.000,1,Rolling Down,C
25.10,60.40,1068,23.76,62.30,468.040,0.000,1,Rolling Down,C
25.30,58.60,1145,24.03,57.00,15.830,0.000,1,Rolling Down,C
25.30,56.90,1298,24.09,55.40,519.950,0.000,1,Rolling Down,C
25.10,55.50,1353,24.47,55.60,498.910,0.000,1,Rolling Down,C
25.00,57.70,1373,24.35,55.10,531.880,0.000,1,Rolling Down,C
25.10,56.90,1693,24.75,54.20,560.400,0.000,1,Rolling Down,C
25.10,54.80,1804,24.98,54.00,16.770,0.000,1,Rolling Down,C
24.90,57.00,1526,24.91,53.00,503.120,481.000,1,Rolling Down,C
26.40,57.00,1902,25.49,49.40,548.250,521.000,0.8,Rolling Down,C
25.40,56.50,2000,25.81,46.20,601.560,550.000,0.8,Rolling Down,C
25.20,55.00,2000,26.32,45.50,464.540,547.000,0.8,Rolling Down,C
25.10,55.00,1708,26.47,43.00,608.800,559.000,0.8,Rolling Down,C
25.20,54.30,1575,26.24,44.10,18.640,561.000,0.8,Rolling Down,C
25.10,53.90,1568,26.53,44.10,626.340,572.000,0.8,Rolling Down,C
25.20,52.70,1522,26.26,44.90,597.580,570.000,0.8,Rolling Down,C
25.00,52.90,1469,26.54,43.80,554.320,561.000,0.8,Rolling Down,C
25.10,52.70,1411,25.97,44.80,566.950,565.000,0.8,Rolling Down,C
25.00,52.70,1395,26.99,41.40,13.500,569.000,0.8,Rolling Down,C
24.90,54.10,1384,26.52,39.80,584.250,568.000,0.8,Rolling Down,C
25.10,52.90,1363,26.94,34.80,627.040,589.000,0.8,Rolling Down,C
24.90,51.70,1426,27.38,34.40,27.990,575.000,0.8,Rolling Down,C
24.90,50.50,1511,27.37,33.20,588.460,558.000,0.8,Rolling Down,C
25.20,51.80,1681,28.22,32.00,37.350,561.000,0.8,Rolling Down,C
25.30,50.50,1628,27.91,34.20,503.820,501.000,0.8,Rolling Down,C
25.50,50.30,1885,27.82,34.30,508.500,527.000,0.8,Rolling Down,C
25.70,50.80,835,27.72,33.70,25.420,246.000,0.8,Rolling Down,C
25.70,50.60,2000,27.56,32.90,543.800,568.000,0.8,Rolling Down,C
25.60,47.80,2000,27.93,32.70,106.090,511.000,0.8,Rolling Down,C
25.00,48.80,1044,27.75,33.00,455.180,326.000,0.8,Rolling Down,C
24.60,51.30,1046,27.87,33.20,433.210,446.000,0.8,Rolling Down,C
24.60,50.80,1562,27.67,33.00,186.290,319.000,0.8,Rolling Down,C
24.60,49.70,1444,27.37,32.70,225.100,303.000,0.8,Rolling Down,C
24.30,52.20,1182,27.54,35.60,120.590,351.000,0.8,Rolling Down,C
24.90,52.00,781,27.09,36.70,4.610,168.000,0.8,Rolling Down,C
24.50,51.50,592,27.08,37.20,129.000,170.000,1,Rolling Down,C
24.90,53.10,782,27.39,37.50,3.680,153.000,1,Rolling Down,C
24.60,52.80,870,27.36,36.20,329.860,309.000,1,Rolling Down,C
24.80,54.50,761,27.30,37.20,178.810,266.000,1,Rolling Down,C
24.80,53.30,740,27.53,35.20,383.870,282.000,1,Rolling Down,C
25.00,54.60,659,27.50,28.70,325.410,239.000,1,Rolling Down,C
24.80,51.10,600,27.44,25.50,381.760,233.000,1,Rolling Down,C
25.20,47.00,448,27.43,28.90,282.620,0.000,1,Rolling Down,C
25.00,46.80,408,27.33,27.20,68.210,0.000,1,Rolling Down,C
25.00,44.90,333,26.92,29.90,145.840,0.000,1,Rolling Down,C
26.40,55.30,622,20.76,70.00,522.760,0.000,1,Rolling Down,C
25.80,56.70,689,20.99,67.60,355.110,0.000,1,Rolling Down,C
25.60,56.60,868,20.98,66.30,534.450,0.000,1,Rolling Down,C
25.70,56.50,400,21.19,65.50,4.840,0.000,1,Rolling Down,C
25.50,56.30,402,21.05,65.70,21.210,0.000,1,Rolling Down,C
25.30,56.30,923,21.42,62.50,617.460,0.000,1,Rolling Down,C
25.50,55.30,1075,22.19,60.10,19.810,0.000,1,Rolling Down,C
25.40,55.70,439,22.30,59.30,280.750,0.000,1,Rolling Down,C
25.40,55.70,1232,22.16,58.80,20.510,0.000,1,Rolling Down,C
25.60,55.00,611,22.70,56.40,5.080,0.000,1,Rolling Down,C
25.60,54.10,1328,23.17,55.40,499.840,0.000,1,Rolling Down,C
25.50,54.40,1312,22.97,54.70,672.400,0.000,1,Rolling Down,C
25.60,53.90,2000,22.85,53.40,710.280,0.000,1,Rolling Down,C
25.60,53.10,1254,24.21,49.90,685.030,0.000,0.5,Rolling Down,C
25.70,52.60,1284,23.92,48.60,9.990,0.000,0.5,Rolling Down,C
25.50,52.70,1236,23.51,50.00,27.060,0.000,0.5,Rolling Down,C
25.60,52.60,684,23.14,51.40,57.690,0.000,0.5,Rolling Down,C
25.60,52.80,1384,23.93,49.00,679.650,0.000,0.5,Rolling Down,C
25.40,53.10,1445,23.49,47.00,38.510,0.000,0.5,Rolling Down,C
25.60,51.50,768,24.14,47.00,16.070,0.000,0.5,Rolling Down,C
25.50,51.20,707,23.70,47.50,21.450,0.000,0.5,Rolling Down,C
25.70,51.30,703,24.11,47.50,15.370,0.000,0.5,Rolling Down,C
25.70,52.00,470,23.81,49.20,3.680,0.000,0.5,Rolling Down,C
25.40,52.80,840,23.62,49.10,14.900,0.000,0.5,Rolling Down,C
25.40,52.80,712,23.84,48.80,14.430,0.000,0.5,Rolling Down,C
25.40,54.70,892,23.97,47.50,319.100,0.000,0.5,Rolling Down,C
25.40,54.50,1176,24.68,46.60,30.330,0.000,0.5,Rolling Down,C
25.20,54.70,681,24.74,45.40,486.520,0.000,0.5,Rolling Down,C
25.50,53.60,1853,24.38,48.10,598.280,0.000,0.5,Rolling Down,C
25.50,54.60,923,24.76,45.30,38.280,0.000,0.5,Rolling Down,C
25.70,54.20,849,24.48,47.50,517.620,0.000,0.5,Rolling Down,C
25.20,55.00,1842,24.61,46.30,541.000,0.000,0.5,Rolling Down,C
25.80,53.90,468,24.75,45.30,4.140,0.000,0.5,Rolling Down,C
25.80,53.00,1649,25.10,45.60,485.580,0.000,0.5,Rolling Down,C
25.80,51.70,952,25.28,44.50,56.520,0.000,0.5,Rolling Down,C
25.80,52.40,1247,25.09,45.10,521.120,0.000,0.5,Rolling Down,C
25.60,52.50,1605,25.89,42.60,497.270,0.000,0.5,Rolling Down,C
25.80,51.80,621,24.98,44.40,4.610,0.000,0.5,Rolling Down,C
25.80,51.10,2000,24.79,45.30,450.270,0.000,1,Rolling Down,C
25.70,50.70,569,24.36,46.00,41.090,0.000,1,Rolling Down,C
25.70,50.40,626,24.34,46.50,52.780,0.000,1,Rolling Down,C
25.70,50.70,916,24.68,45.70,67.980,0.000,1,Rolling Down,C
25.70,50.80,725,24.81,45.70,373.350,0.000,1,Rolling Down,C
25.50,53.00,328,24.24,47.70,3.910,0.000,1,Rolling Down,C
25.70,53.10,441,24.00,47.60,13.960,0.000,1,Rolling Down,C
25.60,53.70,659,23.94,48.30,309.980,0.000,1,Rolling Down,C
25.50,53.70,218,24.08,49.10,4.610,0.000,1,Rolling Down,C
